# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: Jan 2019 to Dec 2019 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
278,29.4875,60.8125,0.3312,0.0619,11,,Zāhedān
279,35.0125,26.1375,0.3432,0.0851,9,Atherinolakkos,
280,32.3625,15.0875,0.3098,0.0762,10,Misrata,Mişrātah
281,27.8125,112.9125,0.1153,0.0636,1,Xiangtan power station,Xiangtan
282,37.3375,28.0875,0.3380,0.0784,9,Yatağan power station,
283,-18.3875,26.4625,0.3620,0.1027,8,Hwange Coal Power Plant Zimbabwe,
284,5.3625,100.4125,0.3633,0.1870,7,TNB Prai;Prai Power;Gelugor,Butterworth;George Town;Bukit Mertajam
285,35.4625,44.3875,0.2644,0.0547,10,,Kirkuk
286,57.5875,39.7875,0.3277,0.0579,4,Yaroslavl TPP-1,Yaroslavl
287,53.5625,-113.3875,0.3418,0.0724,2,Clover Bar,Edmonton
288,31.1125,118.0125,0.3997,0.0852,9,Tongling Guodian power station,
289,41.7875,126.0125,0.3378,0.0726,4,Erdaojiang power station,Kuaidamao
290,-14.0625,-72.3125,0.3492,0.1683,2,,
291,10.6125,107.0375,0.3599,0.1217,6,Phu My 1;Phu My 21;Phu My 22;Phu My 3;Phu My 4,
292,5.7125,0.0125,0.4301,0.1863,6,Tema,Tema
293,12.9875,74.8625,0.3794,0.1515,8,TANIR BAVI;MANGALORE REFINERY,Mangalore
294,28.7125,53.5375,0.2385,0.0745,12,Jahrom;Jahrom,
295,48.0375,38.2875,0.2312,0.0495,6,Zuevskaya power station,
296,34.2375,132.1875,0.3924,0.0827,2,,Iwakuni
297,36.5125,-89.5625,0.2923,0.0467,8,New Madrid,
298,49.2125,24.6625,0.3700,0.0699,6,Burshtyn power station,
299,31.0625,31.3875,0.3977,0.0875,11,Talkha,Al Manşūrah
300,-15.0125,-71.3875,0.3569,0.1440,3,,
301,51.1625,3.8125,0.3383,0.0501,7,RINGVAART STEG;Zelzate 2 Knippegroen;RODENHUIZE 4,Gent
302,47.5125,34.6125,0.3801,0.0506,7,Zaporizhia power station,
303,37.4875,61.8375,0.2660,0.0428,12,Mary Thermal Power Plant Turkmenistan,Mary
304,43.6625,94.9875,0.2701,0.0469,10,Xinjiang Guanghui power station,
305,54.1875,87.1125,0.2591,0.0683,2,,
306,43.0625,141.3125,0.3297,0.0714,3,,Sapporo
307,27.2375,60.5125,0.2719,0.0670,12,Iranshahr GT,
308,21.6875,83.8625,0.2783,0.0974,5,I.B.VALLEY;IND BARATH TPP,
309,14.6625,-17.0125,0.3184,0.0589,12,,
310,33.5625,118.9625,0.4431,0.0896,8,Huaneng Huaiyin power station;Huai'an - Guoxin Coal,Huaiyin
311,54.9125,69.1875,0.3413,0.0468,6,Petropavlovsk-2 power station,Petropavl
312,50.2875,127.4875,0.3120,0.0572,4,,Heihe;Blagoveshchensk
313,54.5875,39.7375,0.3246,0.0571,5,Novo-Ryazan Thermal Power Station,Ryazan
314,21.0625,110.4875,0.2696,0.0641,7,Baosteel Zhanjiang power station,
315,41.5375,120.3375,0.2773,0.0576,9,Chaoyang Yanshanhu power station,Chaoyang
316,26.4875,119.6875,0.3787,0.0940,1,Fuzhou Kemen power station;Huaneng Luoyuan power station,
317,39.1125,-84.7875,0.3432,0.0609,8,Lawrenceburg Power  LLC;Miami Fort,
318,-18.9125,47.5375,0.2944,0.1385,5,,Antananarivo
319,51.5875,45.9625,0.3053,0.0526,6,Saratov HPP-2,Saratov
320,24.2625,113.4125,0.5144,0.1415,4,,Yingcheng
321,-32.7875,-71.3875,0.2677,0.1224,9,VENTANAS;QUINTERO;NUEVA VENTANAS;CAMPICHE,
322,37.0125,126.3875,0.3302,0.0760,10,Dangjin;Daesan Works,
323,21.5125,109.5125,0.2304,0.0637,6,Beihai Bebuwan power station,
324,24.9625,34.6875,0.2930,0.0742,12,,
325,29.9875,-90.4125,0.3281,0.0652,7,Little Gypsy;St. Charles Power Station (LA);Waterford 1 & 2;Taft Cogeneration Facility;Dow St Charles Operations,
326,22.0875,76.5375,0.4054,0.1099,8,Shri Singaji MALWA TPP,
327,52.2625,104.2125,0.3041,0.1197,5,Novo-Irkustsk,Irkutsk
328,24.5625,81.0125,0.4006,0.1191,8,,
329,26.0125,117.3375,0.3499,0.1287,3,Yongan power station,Yong’an
330,22.3625,73.1375,0.3258,0.0804,11,G.I.P.C.L. GT,Vadodara
331,35.7875,-0.2375,0.2909,0.0775,10,Marsat;Kahrama IPP;Marsat TG,
332,56.8875,62.0375,0.2222,0.0516,2,,
333,-20.3125,-45.5875,0.2406,0.0817,5,,
334,-22.5125,-44.1125,0.2745,0.0941,6,,Volta Redonda;Barra Mansa
335,24.6875,73.0125,0.3394,0.0912,9,,
336,15.4625,45.3375,0.3505,0.1297,12,,
337,23.6375,86.6625,0.2670,0.0843,7,RAGHUNATHPUR TPP PH-I,
338,43.9875,115.9875,0.3058,0.1140,11,Inner Mongolia Xilin power station,
339,41.2875,119.3875,0.2686,0.0524,9,,Lingyuan
340,31.6625,6.0625,0.3063,0.0470,12,Hassi Messoud;Hassi Messoud Nord 2,
341,53.6125,-0.2125,0.2957,0.0421,3,South Humber Bank;Saltend;Killingholme,
342,23.7875,85.8875,0.2983,0.0832,8,TENUGHAT;BOKARO B,
343,30.3875,114.8875,0.4013,0.0992,5,,Huanggang;Ezhou
344,21.2125,73.5625,0.3283,0.1061,9,UKAI_Coal,
345,31.8875,47.1625,0.3434,0.0537,12,,Al ‘Amārah
346,43.1375,131.8875,0.2892,0.0539,5,Vladivostok CHPP;Vladivostok-2 power station,Vladivostok
347,18.8125,-99.1875,0.3264,0.1567,6,,Cuernavaca;Jiutepec
348,15.0375,78.0125,0.2913,0.0861,8,,Tādpatri
349,32.9125,117.4875,0.3858,0.0852,7,,Bengbu
350,12.0125,8.5375,0.2832,0.0898,11,,Kano
351,31.2625,74.1875,0.2147,0.0625,5,Southern Electric Power Company;Kohinoor Energy Limited;Japan Power Company Lahore,
352,43.3625,5.3875,0.2866,0.0519,10,PROVENCE 5,Marseille
353,44.7375,37.8125,0.3279,0.0465,9,,Novorossiysk
354,40.3375,109.9875,0.2574,0.1109,5,Dalate power station;Shenhua Yili power station,
355,-17.8375,31.0375,0.2923,0.0796,10,,Harare
356,53.7125,91.3375,0.3706,0.0618,7,,Abakan
357,52.0625,113.3375,0.3289,0.0523,5,Chita CHPP-1,Chita
358,20.9625,86.0375,0.3058,0.0995,8,,
359,30.4875,-91.1875,0.2786,0.0585,7,Louisiana 1;Louisiana 2;Formosa Plastics,Baton Rouge
360,33.1125,-109.3875,0.2692,0.0591,8,,
361,33.7375,59.1375,0.2779,0.0543,9,,
362,44.6875,89.0875,0.2638,0.0577,8,East Hope Metals Wucaiwan power station;Henglian Wucaiwan power station;Shenhua Zhundong Wucaiwan power station,
363,28.4875,76.3625,0.3036,0.0698,11,INDRA GANDHI STPP;MAHATMA GANDHI TPP,
364,0.1625,117.4875,0.2811,0.1538,5,,Bontang
365,48.4625,35.0625,0.3344,0.0469,7,Prydniprovska power station,Dnipro
366,9.5875,106.5125,0.2479,0.0632,7,Duyen Hai 1;Duyen Hai 3,
367,21.8875,-102.2875,0.2836,0.0931,8,,Aguascalientes
368,50.8375,6.3375,0.3891,0.0671,3,Weisweiler power station,
369,18.9375,105.3375,0.2476,0.0797,3,,
370,20.2625,86.6125,0.2904,0.0956,9,,
371,18.0875,-94.3625,0.2993,0.0966,11,Pemex-Petroquímica  Complejo Petroquímico Morelos;Pemex-Petroquímica  Complejo Petroquímico Cangrejera,Coatzacoalcos
372,24.6875,113.6625,0.3449,0.0923,4,Guangdong Shaoguan power station;Dabu Coal,Shaoguan
373,24.7625,54.6875,0.2451,0.0539,8,TAPCO;Taweelah A1;Taweelah A2,
374,53.4125,55.8875,0.3102,0.0488,5,Salavatskaya TPP,Salavat
375,24.2125,80.7875,0.2965,0.0939,6,,Sannai
376,35.4875,140.0125,0.2653,0.0771,4,Sodegaura;Anegasaki;Chiba;Goi;Chiba Kawatetsu,Ichihara
377,29.2375,117.1875,0.3266,0.0983,3,Jingdezhen power station,Jingdezhen
378,39.0125,125.7125,0.3258,0.0543,8,East Pyongyang power station;Pyongyang power station,Pyongyang
379,-38.1875,146.3375,0.2790,0.0650,4,Hazelwood;Yallourn;Jeeralang B;Jeeralang A;Energy Brix,
380,22.7625,114.6125,0.3668,0.0871,5,Huizhou LNG Gas;Guangdong Huizhou;Huizhou Cogen power station,
381,57.9125,60.0375,,,3,CHP Plant of OAO EVRAZ NTMK,Nizhniy Tagil
382,22.2125,84.8625,0.2608,0.0840,4,,Raurkela
383,26.7875,119.7375,0.3831,0.1133,4,Datang Ningde power station,
384,37.4625,116.2375,0.2544,0.0520,8,Huaneng Dezhou power station;Shandong Hualu Hengsheng power station,Dezhou
385,22.4625,88.1375,0.3222,0.0892,10,BUDGE BUDGE,Uluberiya
386,53.2375,50.2375,0.2344,0.0418,2,Samara TPP;Bezymyanskaya CHP,Samara
387,9.9875,76.3875,0.3543,0.1461,7,BSES Kerala CCGT,Kochi
388,49.0875,-103.0125,0.2831,0.0465,8,Boundary Dam;Shand,
389,-12.6625,-38.3125,0.2112,0.0602,6,Camaçari;Muricy (Antiga Camaçari Muricy I);Arembepe (Antiga Camaçari Pólo de Apoio I);Rômulo Almeida Unidade I (Antiga Usina de Cogeração Camaçari - FAFEN Energia);Camaçari;Bahia Pulp (Antiga Bacell),Camaçari
390,-20.5375,-43.7625,0.2738,0.1101,5,Açominas,Conselheiro Lafaiete
391,40.5375,17.1875,0.2994,0.0491,9,,Taranto
392,30.7125,33.8375,0.2807,0.0537,11,,
393,21.1375,-101.6875,0.2456,0.0775,5,,León de los Aldama
394,29.8125,115.5625,0.2773,0.0854,3,,Wuxue
395,28.9625,-13.5125,0.3006,0.0640,12,PUNTA GRANDE 19 DIESEL 11,
396,49.9875,82.6125,0.2272,0.0580,5,Ust-Kamenogorsk TETS power station,Öskemen
397,36.9375,54.8875,0.1310,0.0594,1,Aliabad Power Plant,
398,-34.8625,-56.2125,0.2291,0.0636,7,CTR,Montevideo
399,50.8375,4.3875,0.4451,0.0588,4,DROGENBOS TGV,Brussels;Anderlecht
400,17.3125,73.2125,0.2980,0.0865,9,JSW RATNAGIRI TPP,
401,38.3625,36.9875,0.2341,0.0823,7,Afşin Elbistan Termik Santrali,
402,47.1875,37.5625,0.2760,0.0458,8,,Mariupol
403,13.4375,101.0375,0.2963,0.0915,7,Bang Pakong;Amata B Grimm,
404,-25.2125,-49.3125,0.2401,0.0640,5,,Colombo;Almirante Tamandaré
405,-36.9875,-60.2625,0.3086,0.0512,10,,
406,51.8375,14.4625,0.2780,0.0438,5,Janschwalde power station,
407,-34.8875,-57.9625,0.2347,0.0416,7,CT ENSENADA DE BARRAGAN;LA PLATA COGENERACION,La Plata
408,33.2625,131.6375,0.2626,0.0634,5,Shin Oita;Oita Thermal Power Plant;Oita IPP power station,Ōita;Beppu
409,24.3875,102.4625,0.3134,0.0787,6,,Yuxi
410,32.3125,-64.7875,0.2850,0.0766,9,,
411,43.2375,-79.8375,0.2756,0.0506,3,,Hamilton;Burlington
412,25.1875,81.6625,0.2527,0.0663,10,PRYAGRAJ (BARA) TPP,
413,-1.4375,36.9625,0.2578,0.1246,6,,
414,22.9875,-82.7625,0.2198,0.0737,6,Máximo Gómez (Mariel),
415,42.7875,-82.4875,0.2648,0.0486,4,Belle River;St Clair;Greenfield Energy Centre;St. Clair;Dean,
416,49.9875,36.2875,0.2665,0.0525,8,Karkov CHP-5,Kharkiv
417,-22.0875,-70.1875,0.2496,0.1200,7,TERMOELECTRICA TOCOPILLA (U12);TERMOELECTRICA NORGENER (NTO2),
418,42.1375,25.9875,0.2402,0.0423,9,Maritsa Itzok-3 power station;AES Galabovo;Brikel power station,
419,39.7125,-79.9375,0.2948,0.0579,7,FirstEnergy Fort Martin Power Station;Longview Power Plant,
420,13.1375,-59.6875,0.2541,0.0771,3,,Bridgetown
421,18.3875,79.8375,0.2735,0.0918,8,KAKATIYA TPP,
422,25.0375,-77.3625,0.3342,0.1053,11,,Nassau
423,51.6625,21.4625,0.3246,0.0516,5,Kozienice;Kozienice;Kozienice II,
424,46.6125,131.0625,0.3170,0.0510,4,Datang Shuangyashan power station,Shuangyashan
425,44.8125,118.4375,0.2004,0.0850,7,,
426,35.5625,45.4125,0.2618,0.0650,9,,As Sulaymānīyah
427,31.0375,46.2125,0.1986,0.0288,9,,An Nāşirīyah
428,16.1125,32.6875,0.2680,0.0700,10,El Jaili,
429,13.4625,144.6875,0.2610,0.0730,5,Cabras 1;Piti 8 (MEC),Maina
430,36.9625,42.7875,0.2478,0.0742,7,Duhok,
431,36.7125,5.8875,0.2446,0.0783,7,Jijel,
432,38.4875,65.6375,0.2855,0.0550,11,Talimardjan,
433,23.8375,53.6375,0.2418,0.0439,12,,
434,43.5125,-5.7375,0.2154,0.0725,4,ABONO 2,Gijón
435,44.7875,20.4625,0.2934,0.0580,6,,Belgrade;Zemun
436,21.6875,110.9125,0.2157,0.0597,3,Maoming - Ruineng Coal,Maoming
437,20.3875,45.2125,0.2519,0.0448,12,,
438,54.1875,37.6375,0.2324,0.0488,3,,Tula
439,24.0625,32.9125,0.3442,0.0690,12,,Aswān
440,30.3125,112.3125,0.2299,0.0655,4,Guodian Changyuan Jingzhou power station,Longzhou
441,32.3125,70.7625,0.1744,0.0639,1,,
442,24.4875,54.3875,0.2754,0.0564,12,APC UAN,Abu Dhabi
443,13.4125,45.3125,0.2265,0.0955,8,,
444,50.3125,57.1625,0.2621,0.0340,7,,Aqtöbe
445,-27.7375,22.9875,0.2424,0.1030,11,,
446,41.8125,140.6375,0.2317,0.0472,3,,Hakodate
447,17.3125,77.4625,0.2591,0.0938,6,,
448,56.4875,84.9875,0.2448,0.0595,2,Tomsk GRES-2,Tomsk
449,48.4625,38.2125,0.3378,0.0566,6,Vuglegirska power station,
450,46.4375,-87.6625,0.2351,0.0640,3,F.D. Kuester Generating Station,
451,28.4875,-16.2375,0.2188,0.0512,7,,Santa Cruz;La Laguna
452,46.7875,130.3125,0.2772,0.0410,5,Jiamusi-2 power station;Jiamusi Zhongheng Cogen power station,Jiamusi
453,46.4875,134.2875,0.2526,0.0497,3,Primorskaya TPP,
454,21.7375,73.0125,0.2588,0.0701,8,PAGUTHAN;GANDHAR GT,Bharūch
455,-15.4125,28.2875,0.2343,0.0979,7,,Lusaka
456,51.4375,14.5625,0.2669,0.0561,2,Boxberg power station,
457,27.8125,79.9375,0.2059,0.0468,5,ROSA TPP PH - 1,Shāhjānpur
458,38.9375,-82.1125,0.2801,0.0564,7,Gavin Power  LLC;Kyger Creek,
459,26.5875,82.6125,0.1684,0.0400,6,TANDA,
460,4.9375,114.9125,0.2540,0.1346,5,Gadong 2 Power Plant Brunei Darussalam;Berakas CCGT Power Plant Brunei,
461,24.7125,84.0875,0.2063,0.0559,7,NABI NAGAR TPP,
462,40.1625,31.7375,0.3539,0.1463,5,Çayırhan power station,
463,56.8375,53.2125,0.0094,0.0085,3,Izhevsk HPP-1;Izhevsk CHP Plant-1,Izhevsk
464,33.4125,133.2875,0.2620,0.0568,6,,
465,-15.5875,-47.8625,0.2051,0.0728,1,,
466,32.1125,-81.1375,0.2665,0.0533,7,International Paper Savanna Mill,Savannah
467,48.7125,29.2125,0.2870,0.0509,8,Ladyzhyn power station,
468,50.6125,36.5875,0.2188,0.0495,6,,Belgorod
469,32.1375,36.1375,0.2516,0.0737,9,Samra CCGT Power Plant Jordan;Hussein Thermal Power Plant Jordan,Az Zarqā’
470,23.0625,81.7875,0.2478,0.0805,7,ANUPUR TPP;ANUPPUR,
471,40.4125,21.9375,0.2262,0.0556,4,Agios Dimitrios power station;Kardia power station,
472,33.8375,36.6625,0.2853,0.0957,8,Al Nasryeh (Nasserieh) OCGT Power Plant Syria,
473,-27.9625,151.2875,0.2043,0.0623,7,Millmerran,
474,54.5625,-1.2625,0.2468,0.0463,2,,Middlesbrough
475,35.1375,48.8375,0.1936,0.0342,7,,
476,30.9125,75.8625,0.2094,0.0484,8,,Ludhiāna
477,50.9125,-1.3875,0.2223,0.0503,2,Marchwood,Southampton
478,37.3625,97.3875,0.1826,0.0519,6,,
479,22.0625,88.1125,0.2488,0.0658,10,HALDIA;INDIA POWER TPP(HALDIA  HIRANMAYE ),Haldia
480,30.2125,47.8375,0.2646,0.0588,8,Shatt Al-Basra;Khor Al Zubayr,
481,51.8125,55.1125,0.2489,0.0392,6,Sakmarskaya TPP,Orenburg
482,14.1625,-16.0375,0.2339,0.0590,11,,Kaolack
483,-33.3375,116.2375,0.2351,0.0458,8,Muja D;Collie (Bluewaters);Muja C;Collie A,
484,35.2125,35.9375,0.2064,0.0507,7,Banias Thermal Power Plant Syria,
485,30.2125,115.1375,0.3540,0.0953,5,Huadian Xisaishan power station;Huangshi power station,Huangshi
486,27.5875,21.6125,0.2537,0.0496,12,,
487,56.0375,90.3375,0.2873,0.0501,4,NAZAROVO GRES,
488,53.7375,-1.0125,0.1337,0.0333,0,Drax;Eggborough,
489,53.6625,55.9625,0.2027,0.0523,2,Sterlitamakskaya TPP;Novo-Sterlitamak TPP,Sterlitamak
490,50.3375,19.3125,0.2368,0.0568,5,Łagisza;EC Nowa,Sosnowiec;Dąbrowa Górnicza
491,34.1625,131.2125,0.2383,0.0745,6,,
492,9.5125,-13.7125,0.2451,0.1194,6,,Conakry
493,30.1125,-90.9125,0.2891,0.0645,7,,
494,30.2875,31.7375,0.2523,0.0610,8,,
495,58.6125,31.2375,0.1742,0.0416,2,Novgorod CHPP,Velikiy Novgorod
496,23.0875,114.4625,0.2887,0.0731,5,Fengda Gas,Huizhou
497,-38.7625,-62.2875,0.2379,0.0354,8,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,Bahía Blanca
498,56.2375,54.5875,0.1799,0.0359,3,Karmanovskaya TPP,
499,-33.3625,-60.1625,0.1816,0.0367,8,SAN NICOLAS;TENARIS SIDERCA CETE II,San Nicolás de los Arroyos
500,32.8875,-79.9625,0.2612,0.0521,9,Williams;Hagood,Charleston;North Charleston
501,50.0125,20.9125,0.2471,0.0616,6,,Tarnów
502,23.0375,112.0125,0.2878,0.0954,3,Bohe Coal;Yunfu power station;Yuelian Coal,Yunfu
503,20.3625,-99.6875,0.2222,0.1082,10,,
504,47.9875,37.2125,0.2488,0.0393,6,Kurakhov power station,
505,49.0625,-105.4875,0.2054,0.0276,6,Poplar River,
506,53.4375,34.4125,0.2568,0.0534,4,,
507,4.4375,7.1375,0.2387,0.1285,1,,
508,28.4625,-13.8625,0.2433,0.0476,12,,
509,21.1875,79.3875,0.2164,0.0720,6,MOUDA STPS,
510,-32.9375,-60.6875,0.2305,0.0465,10,SORRENTO,Rosario
511,-29.5875,30.3625,0.2356,0.0736,8,,Pietermaritzburg
512,-13.0125,28.6875,0.3717,0.1579,6,,Ndola
513,38.0625,-85.9125,0.2704,0.0495,7,Mill Creek (KY);Cane Run,
514,41.1875,-95.8375,0.2263,0.0384,8,Walter Scott Jr Energy Center;Sarpy County;Jones Street,
515,45.8875,-106.6125,0.2891,0.0541,4,Colstrip,
516,29.0875,-110.9875,0.2034,0.0531,10,Fuerza y Energía de Hermosillo,Hermosillo
517,49.8125,18.2875,0.2419,0.0458,4,Trebovice power station,Ostrava
518,37.4375,46.0125,0.2382,0.0715,8,Sahand,
519,53.3875,-1.4125,0.2959,0.0475,1,,Sheffield;Rotherham
520,20.8375,70.7125,0.2134,0.0519,7,,
521,20.2625,78.9875,0.1325,0.0445,4,GMR WARORA TPP;WARDHA WARORA(Sai Wardha Power),
522,30.9375,41.0625,0.2040,0.0476,12,ARAR,
523,37.4625,113.6375,0.2377,0.0629,3,,
524,49.3875,32.0625,0.2599,0.0520,6,Cherkasy power station,Cherkasy
525,56.9375,24.1375,0.2193,0.0438,4,Riga Tec 2;RTEC1,Riga
526,43.3125,-3.0625,0.2896,0.0561,9,CT SANTURCE 2;SANTURCE  GRUPO 4,Bilbao;San Vicente de Baracaldo
527,29.2375,119.5875,0.3660,0.1260,3,Lanxi power station,Lanxi
528,-22.2125,148.1625,0.2507,0.0574,8,,
529,13.8875,121.7375,0.2524,0.0707,5,Pagbilao power station,Lucena
530,51.2875,106.4625,0.2140,0.0372,3,Gusinoozyorskaya,
531,53.6375,87.9125,0.2202,0.0549,3,,
532,50.6125,13.7875,0.2102,0.0585,2,Ledvice power station;Trmice,
533,49.5125,72.8125,0.2366,0.0464,8,,
534,27.6375,113.9125,0.1951,0.0643,1,Huaneng Anyuan power station,Pingxiang
535,32.7625,12.6625,0.2424,0.0475,8,Az Zawiyah;Double Corner Power Station 1,Az Zāwīyah
536,4.1875,73.5125,0.2299,0.0857,7,,Male
537,31.2375,37.4375,0.1937,0.0450,12,AL-QURAYYAT,
538,13.2875,37.3875,0.2136,0.1282,4,,
539,-1.0125,-80.6875,0.2050,0.1424,3,,Manta
540,36.2125,37.1375,0.1832,0.0509,10,,Aleppo
541,19.3125,-81.3625,0.2300,0.0565,9,,
542,43.4375,4.8875,0.2335,0.0588,11,MARTIGUES PONTEAU;COMBIGOLFE,
543,48.7375,44.5125,0.1944,0.0292,6,,Volgograd
544,52.4875,4.6125,0.2240,0.0757,4,Ijmond,Haarlem;Zaanstad
545,8.0625,79.7375,0.1926,0.0517,6,Lakvijaya,
546,51.0875,16.9875,0.1862,0.0361,5,EC Wrocław;EC Czechnica,Wrocław
547,37.1625,-88.7875,0.2380,0.0434,11,Shawnee;Joppa Steam;MEPI GT Facility,
548,-3.5625,-38.8875,0.1957,0.0459,4,Porto do Pecém II;Fortaleza;Termoceará,
549,-17.7625,-63.1375,0.1973,0.0571,4,Guaracachi CCGT Power Plant Bolivia,Santa Cruz
550,25.6875,49.5125,0.2130,0.0346,11,SHEDGUM;SHEDGUM CO-GENERATION GAS PLANT,
551,-8.0625,-34.9125,0.2177,0.0597,6,,Recife;Olinda;Paulista;Camarajibe;São Lourenço da Mata
552,35.0625,117.1375,0.3382,0.0662,6,Tengzhou Xinyuan power station,Chengtangcun
553,24.7625,76.7375,0.2031,0.0569,8,KAWAI TPP,
554,35.5375,116.7625,0.2836,0.0579,4,Taiyang Mill power station,
555,18.7625,82.9375,0.2364,0.1003,3,,
556,53.2125,45.0125,0.1835,0.0443,2,Penza TPP-1,Penza
557,6.2875,80.8625,0.2635,0.0839,2,,
558,32.2625,-94.5625,0.2009,0.0459,7,Martin Lake;Knox Lee,
559,-19.4875,-42.5375,0.2586,0.1109,3,,Ipatinga;Coronel Fabriciano
560,19.4125,-92.0375,0.2167,0.0449,12,,
561,37.2125,15.1125,0.1839,0.0374,8,PRIOLO C.LE;ISAB ENERGY;CTE NUCE NORD;AUGUSTA C.LE,
562,-26.6375,30.1125,0.4058,0.0942,4,Camden power station,
563,29.2875,120.1375,0.1452,0.0720,0,,Yiwu;Dongyang
564,35.7875,114.9875,0.1918,0.0675,1,Puyang Pangking power station,Puyang;Puyang Chengguanzhen
565,41.8125,123.9875,0.3120,0.1009,5,Liaoning-3 power station;Fushun CPI power station;Liaoning-2 power station;CNPC Fushun Petrochemical power station,Fushun
566,48.4875,44.6375,0.1986,0.0278,8,Volgogradskaya CHPP-2;Volgogradskaya CHPP-3,
567,54.6875,20.5875,0.2188,0.0422,4,Kaliningradskaya,Kaliningrad
568,19.2875,41.7375,0.2066,0.0669,12,,
569,47.5375,-92.6125,0.2022,0.0570,2,,
570,43.3375,125.9125,0.2172,0.0355,4,,
571,40.5125,141.4625,0.2130,0.0506,2,Hachinohe Taiheiyo,Hachinohe
572,46.4625,30.7125,0.2108,0.0434,7,,Odesa
573,-7.1875,-34.9625,0.1270,0.0362,5,Termonordeste,João Pessoa;Santa Rita
574,4.6375,114.4875,0.2181,0.1270,3,Lumut Cogen Power Station Brunei,
575,17.5625,75.9875,0.0942,0.0357,2,,Solāpur
576,-8.3625,-35.0375,0.1455,0.0431,4,Termopernambuco;Suape II,Santo Agostinho
577,32.2375,44.2625,0.1815,0.0667,8,,
578,2.2625,102.4125,0.2421,0.1085,2,,
579,54.2375,38.8875,0.1957,0.0445,4,,
580,30.3375,70.5125,0.2212,0.0803,10,,
581,22.4875,-100.3875,0.1506,0.0545,6,,
582,38.1125,13.2875,0.2055,0.0464,9,,Palermo
583,39.5375,-112.5875,0.1544,0.0300,7,Intermountain Power Project,
584,20.9375,71.4375,0.2375,0.1006,8,PIPAVAV CCCP,
585,47.0875,51.9125,0.1968,0.0316,8,Atyrau,Atyraū
586,-32.5875,-60.7875,0.1618,0.0283,7,CENTRAL TERMOELECTRICA TIMBUES;VUELTA DE OBLIGADO,
587,25.5875,-99.9375,0.2128,0.0898,8,,
588,54.0875,38.1875,0.1556,0.0395,3,Novomoskovsk SDPS,Novomoskovsk
589,27.1625,49.1625,0.1933,0.0286,11,Khursaniyah,
590,54.6875,25.2375,0.2365,0.0442,4,Vilnius TE-3 CHP Power Plant Lithuania,Vilnius
591,44.1125,42.0125,0.1794,0.0397,3,,Cherkessk
592,38.1375,-90.2625,0.1978,0.0342,4,Rush Island,
593,30.5125,31.1875,0.1900,0.0378,7,Banha,Banhā
594,24.0375,102.1625,0.1573,0.0433,2,,
595,39.1125,116.6875,0.1261,0.0300,3,,
596,42.2625,26.1375,0.2289,0.0383,7,Maritsa Itzok-2 power station;TOPLO RUSE,
597,26.1875,85.3125,0.2331,0.0639,9,MUZAFFARPUR,Muzaffarpur
598,37.9125,-87.3375,0.1799,0.0361,5,Warrick;F B Culley,
599,43.6125,51.2875,0.1896,0.0330,8,,Aqtaū;Mangghystaū
600,16.7375,43.0375,0.1891,0.0903,9,,
601,18.6875,73.0375,0.2033,0.0760,6,,
602,32.6125,110.7625,0.2130,0.0593,2,Dongfeng Captive power station,Shiyan
603,13.4125,80.1125,0.2160,0.0765,6,,
604,18.9125,76.5625,0.1354,0.0517,4,PARLI,
605,44.8125,126.4875,0.2353,0.0382,4,,Yushu
606,55.7125,52.4625,0.1626,0.0312,3,Naberezhnye Chelny Thermal Power Plant,Naberezhnyye Chelny
607,26.5625,12.6875,0.1151,0.0262,5,,
608,23.2375,72.6625,0.1899,0.0515,8,,Ghāndīnagar
609,29.3625,119.0375,0.1750,0.0565,2,,
610,30.4375,70.9875,0.1794,0.0507,7,,Kot Addu
611,40.4625,-107.5875,0.1954,0.0795,7,Craig (CO),
612,10.3125,123.9125,0.2864,0.0954,4,,Cebu City;Lapu-Lapu City;Mandaue City;Talisay;Poblacion;Minglanilla;Consolacion
