# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: Jan 2020 to Dec 2020 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
277,34.7875,48.4875,0.3447,0.0810,5,,Bahār;Hamadān
278,29.4875,60.8125,0.3370,0.0570,11,,Zāhedān
279,35.0125,26.1375,0.3016,0.0711,9,Atherinolakkos,
280,32.3625,15.0875,0.3169,0.0803,12,Misrata,Mişrātah
281,27.8125,112.9125,0.3241,0.0938,3,Xiangtan power station,Xiangtan
282,37.3375,28.0875,0.3378,0.1022,10,Yatağan power station,
283,-18.3875,26.4625,0.2705,0.0688,8,Hwange Coal Power Plant Zimbabwe,
284,5.3625,100.4125,0.3022,0.1555,2,TNB Prai;Prai Power;Gelugor,Butterworth;George Town;Bukit Mertajam
285,35.4625,44.3875,0.3391,0.0742,11,,Kirkuk
286,57.5875,39.7875,0.3172,0.0627,2,Yaroslavl TPP-1,Yaroslavl
287,53.5625,-113.3875,0.2890,0.0465,6,Clover Bar,Edmonton
288,31.1125,118.0125,0.3325,0.0857,6,Tongling Guodian power station,
289,41.7875,126.0125,0.3116,0.0620,3,Erdaojiang power station,Kuaidamao
290,-14.0625,-72.3125,0.2958,0.1300,2,,
291,10.6125,107.0375,0.3697,0.1297,4,Phu My 1;Phu My 21;Phu My 22;Phu My 3;Phu My 4,
292,5.7125,0.0125,0.2420,0.1008,9,Tema,Tema
293,12.9875,74.8625,0.3153,0.1291,8,TANIR BAVI;MANGALORE REFINERY,Mangalore
294,28.7125,53.5375,0.3620,0.1181,11,Jahrom;Jahrom,
295,48.0375,38.2875,0.3818,0.0625,7,Zuevskaya power station,
296,34.2375,132.1875,0.3142,0.0581,4,,Iwakuni
297,36.5125,-89.5625,0.4025,0.0630,12,New Madrid,
298,49.2125,24.6625,0.2382,0.0520,5,Burshtyn power station,
299,31.0625,31.3875,0.2140,0.0446,9,Talkha,Al Manşūrah
300,-15.0125,-71.3875,0.2638,0.1125,3,,
301,51.1625,3.8125,0.2945,0.0387,7,RINGVAART STEG;Zelzate 2 Knippegroen;RODENHUIZE 4,Gent
302,47.5125,34.6125,0.2532,0.0305,7,Zaporizhia power station,
303,37.4875,61.8375,0.3476,0.0556,12,Mary Thermal Power Plant Turkmenistan,Mary
304,43.6625,94.9875,0.3316,0.0523,10,Xinjiang Guanghui power station,
305,54.1875,87.1125,0.3486,0.0750,6,,
306,43.0625,141.3125,0.0500,0.0440,3,,Sapporo
307,27.2375,60.5125,0.3171,0.0685,12,Iranshahr GT,
308,21.6875,83.8625,0.3942,0.1420,8,I.B.VALLEY;IND BARATH TPP,
309,14.6625,-17.0125,0.3160,0.0564,11,,
310,33.5625,118.9625,0.3192,0.0736,7,Huaneng Huaiyin power station;Huai'an - Guoxin Coal,Huaiyin
311,54.9125,69.1875,0.3320,0.0442,8,Petropavlovsk-2 power station,Petropavl
312,50.2875,127.4875,0.3186,0.0527,3,,Heihe;Blagoveshchensk
313,54.5875,39.7375,0.3404,0.0690,5,Novo-Ryazan Thermal Power Station,Ryazan
314,21.0625,110.4875,0.3676,0.0861,8,Baosteel Zhanjiang power station,
315,41.5375,120.3375,0.3378,0.0712,9,Chaoyang Yanshanhu power station,Chaoyang
316,26.4875,119.6875,0.3308,0.0752,6,Fuzhou Kemen power station;Huaneng Luoyuan power station,
317,39.1125,-84.7875,0.3354,0.0541,9,Lawrenceburg Power  LLC;Miami Fort,
318,-18.9125,47.5375,0.2773,0.1259,7,,Antananarivo
319,51.5875,45.9625,0.3145,0.0450,6,Saratov HPP-2,Saratov
320,24.2625,113.4125,0.2275,0.0694,2,,Yingcheng
321,-32.7875,-71.3875,0.2791,0.1233,10,VENTANAS;QUINTERO;NUEVA VENTANAS;CAMPICHE,
322,37.0125,126.3875,0.3240,0.0627,8,Dangjin;Daesan Works,
323,21.5125,109.5125,0.4079,0.0847,11,Beihai Bebuwan power station,
324,24.9625,34.6875,0.2668,0.0648,12,,
325,29.9875,-90.4125,0.3173,0.0610,8,Little Gypsy;St. Charles Power Station (LA);Waterford 1 & 2;Taft Cogeneration Facility;Dow St Charles Operations,
326,22.0875,76.5375,0.2228,0.0609,6,Shri Singaji MALWA TPP,
327,52.2625,104.2125,0.2479,0.0694,3,Novo-Irkustsk,Irkutsk
328,24.5625,81.0125,0.2010,0.0586,6,,
329,26.0125,117.3375,0.3114,0.1133,3,Yongan power station,Yong’an
330,22.3625,73.1375,0.2724,0.0693,8,G.I.P.C.L. GT,Vadodara
331,35.7875,-0.2375,0.2996,0.0853,11,Marsat;Kahrama IPP;Marsat TG,
332,56.8875,62.0375,0.3024,0.0506,4,,
333,-20.3125,-45.5875,0.3076,0.0924,6,,
334,-22.5125,-44.1125,0.2884,0.0910,5,,Volta Redonda;Barra Mansa
335,24.6875,73.0125,0.2429,0.0637,6,,
336,15.4625,45.3375,0.2909,0.1099,12,,
337,23.6375,86.6625,0.3059,0.0963,6,RAGHUNATHPUR TPP PH-I,
338,43.9875,115.9875,0.2727,0.0947,9,Inner Mongolia Xilin power station,
339,41.2875,119.3875,0.3961,0.0677,9,,Lingyuan
340,31.6625,6.0625,0.2288,0.0353,12,Hassi Messoud;Hassi Messoud Nord 2,
341,53.6125,-0.2125,0.3326,0.0577,6,South Humber Bank;Saltend;Killingholme,
342,23.7875,85.8875,0.2564,0.0801,7,TENUGHAT;BOKARO B,
343,30.3875,114.8875,0.2776,0.0731,2,,Huanggang;Ezhou
344,21.2125,73.5625,0.2266,0.0707,7,UKAI_Coal,
345,31.8875,47.1625,0.2656,0.0457,10,,Al ‘Amārah
346,43.1375,131.8875,0.2976,0.0623,6,Vladivostok CHPP;Vladivostok-2 power station,Vladivostok
347,18.8125,-99.1875,0.2425,0.1136,6,,Cuernavaca;Jiutepec
348,15.0375,78.0125,0.3190,0.0958,8,,Tādpatri
349,32.9125,117.4875,0.2301,0.0641,3,,Bengbu
350,12.0125,8.5375,0.2834,0.0859,9,,Kano
351,31.2625,74.1875,0.2842,0.0763,9,Southern Electric Power Company;Kohinoor Energy Limited;Japan Power Company Lahore,
352,43.3625,5.3875,0.2685,0.0506,10,PROVENCE 5,Marseille
353,44.7375,37.8125,0.2296,0.0352,7,,Novorossiysk
354,40.3375,109.9875,0.3141,0.0956,7,Dalate power station;Shenhua Yili power station,
355,-17.8375,31.0375,0.2440,0.0652,6,,Harare
356,53.7125,91.3375,0.2347,0.0473,4,,Abakan
357,52.0625,113.3375,0.2721,0.0593,5,Chita CHPP-1,Chita
358,20.9625,86.0375,0.2582,0.0778,8,,
359,30.4875,-91.1875,0.2923,0.0585,10,Louisiana 1;Louisiana 2;Formosa Plastics,Baton Rouge
360,33.1125,-109.3875,0.2885,0.0566,11,,
361,33.7375,59.1375,0.3148,0.0643,11,,
362,44.6875,89.0875,0.2842,0.0640,9,East Hope Metals Wucaiwan power station;Henglian Wucaiwan power station;Shenhua Zhundong Wucaiwan power station,
363,28.4875,76.3625,0.1893,0.0437,7,INDRA GANDHI STPP;MAHATMA GANDHI TPP,
364,0.1625,117.4875,0.2808,0.1317,4,,Bontang
365,48.4625,35.0625,0.2538,0.0364,7,Prydniprovska power station,Dnipro
366,9.5875,106.5125,0.2932,0.0722,8,Duyen Hai 1;Duyen Hai 3,
367,21.8875,-102.2875,0.2759,0.0753,8,,Aguascalientes
368,50.8375,6.3375,0.1435,0.0447,2,Weisweiler power station,
369,18.9375,105.3375,0.2349,0.0696,2,,
370,20.2625,86.6125,0.2713,0.0763,10,,
371,18.0875,-94.3625,0.2530,0.0761,9,Pemex-Petroquímica  Complejo Petroquímico Morelos;Pemex-Petroquímica  Complejo Petroquímico Cangrejera,Coatzacoalcos
372,24.6875,113.6625,0.3100,0.0786,5,Guangdong Shaoguan power station;Dabu Coal,Shaoguan
373,24.7625,54.6875,0.2233,0.0599,9,TAPCO;Taweelah A1;Taweelah A2,
374,53.4125,55.8875,0.2752,0.0387,6,Salavatskaya TPP,Salavat
375,24.2125,80.7875,0.2840,0.0830,9,,Sannai
376,35.4875,140.0125,0.2078,0.0732,4,Sodegaura;Anegasaki;Chiba;Goi;Chiba Kawatetsu,Ichihara
377,29.2375,117.1875,0.2217,0.0641,3,Jingdezhen power station,Jingdezhen
378,39.0125,125.7125,0.2698,0.0478,5,East Pyongyang power station;Pyongyang power station,Pyongyang
379,-38.1875,146.3375,0.2957,0.0653,1,Hazelwood;Yallourn;Jeeralang B;Jeeralang A;Energy Brix,
380,22.7625,114.6125,0.2430,0.0543,6,Huizhou LNG Gas;Guangdong Huizhou;Huizhou Cogen power station,
381,57.9125,60.0375,0.2664,0.0487,3,CHP Plant of OAO EVRAZ NTMK,Nizhniy Tagil
382,22.2125,84.8625,0.2979,0.0954,7,,Raurkela
383,26.7875,119.7375,0.2036,0.0722,3,Datang Ningde power station,
384,37.4625,116.2375,0.2709,0.0431,8,Huaneng Dezhou power station;Shandong Hualu Hengsheng power station,Dezhou
385,22.4625,88.1375,0.2107,0.0572,9,BUDGE BUDGE,Uluberiya
386,53.2375,50.2375,0.3081,0.0583,6,Samara TPP;Bezymyanskaya CHP,Samara
387,9.9875,76.3875,0.2202,0.0934,4,BSES Kerala CCGT,Kochi
388,49.0875,-103.0125,0.2580,0.0446,8,Boundary Dam;Shand,
389,-12.6625,-38.3125,0.1626,0.0481,2,Camaçari;Muricy (Antiga Camaçari Muricy I);Arembepe (Antiga Camaçari Pólo de Apoio I);Rômulo Almeida Unidade I (Antiga Usina de Cogeração Camaçari - FAFEN Energia);Camaçari;Bahia Pulp (Antiga Bacell),Camaçari
390,-20.5375,-43.7625,0.2559,0.0908,2,Açominas,Conselheiro Lafaiete
391,40.5375,17.1875,0.2504,0.0519,8,,Taranto
392,30.7125,33.8375,0.2513,0.0491,12,,
393,21.1375,-101.6875,0.2629,0.0790,7,,León de los Aldama
394,29.8125,115.5625,0.2265,0.0730,1,,Wuxue
395,28.9625,-13.5125,0.2516,0.0550,12,PUNTA GRANDE 19 DIESEL 11,
396,49.9875,82.6125,0.3437,0.0828,8,Ust-Kamenogorsk TETS power station,Öskemen
397,36.9375,54.8875,0.2315,0.1246,3,Aliabad Power Plant,
398,-34.8625,-56.2125,0.2183,0.0719,6,CTR,Montevideo
399,50.8375,4.3875,0.1567,0.0288,3,DROGENBOS TGV,Brussels;Anderlecht
400,17.3125,73.2125,0.2440,0.0749,9,JSW RATNAGIRI TPP,
401,38.3625,36.9875,0.2321,0.0945,7,Afşin Elbistan Termik Santrali,
402,47.1875,37.5625,0.2529,0.0437,6,,Mariupol
403,13.4375,101.0375,0.2227,0.0718,7,Bang Pakong;Amata B Grimm,
404,-25.2125,-49.3125,0.2502,0.0723,4,,Colombo;Almirante Tamandaré
405,-36.9875,-60.2625,0.2402,0.0366,7,,
406,51.8375,14.4625,0.2051,0.0379,4,Janschwalde power station,
407,-34.8875,-57.9625,0.2458,0.0429,8,CT ENSENADA DE BARRAGAN;LA PLATA COGENERACION,La Plata
408,33.2625,131.6375,0.2268,0.0530,2,Shin Oita;Oita Thermal Power Plant;Oita IPP power station,Ōita;Beppu
409,24.3875,102.4625,0.2152,0.0562,3,,Yuxi
410,32.3125,-64.7875,0.2424,0.0682,8,,
411,43.2375,-79.8375,0.2308,0.0463,4,,Hamilton;Burlington
412,25.1875,81.6625,0.2657,0.0718,9,PRYAGRAJ (BARA) TPP,
413,-1.4375,36.9625,0.2252,0.1268,2,,
414,22.9875,-82.7625,0.3650,0.0903,9,Máximo Gómez (Mariel),
415,42.7875,-82.4875,0.1959,0.0407,5,Belle River;St Clair;Greenfield Energy Centre;St. Clair;Dean,
416,49.9875,36.2875,0.2421,0.0471,6,Karkov CHP-5,Kharkiv
417,-22.0875,-70.1875,0.2348,0.1180,4,TERMOELECTRICA TOCOPILLA (U12);TERMOELECTRICA NORGENER (NTO2),
418,42.1375,25.9875,0.2362,0.0409,9,Maritsa Itzok-3 power station;AES Galabovo;Brikel power station,
419,39.7125,-79.9375,0.2406,0.0491,5,FirstEnergy Fort Martin Power Station;Longview Power Plant,
420,13.1375,-59.6875,0.2370,0.0817,4,,Bridgetown
421,18.3875,79.8375,0.2336,0.0817,8,KAKATIYA TPP,
422,25.0375,-77.3625,0.1984,0.0691,7,,Nassau
423,51.6625,21.4625,0.1943,0.0354,3,Kozienice;Kozienice;Kozienice II,
424,46.6125,131.0625,0.1979,0.0542,1,Datang Shuangyashan power station,Shuangyashan
425,44.8125,118.4375,0.2665,0.1021,7,,
426,35.5625,45.4125,0.1747,0.0473,6,,As Sulaymānīyah
427,31.0375,46.2125,0.2550,0.0434,12,,An Nāşirīyah
428,16.1125,32.6875,0.2853,0.0638,12,El Jaili,
429,13.4625,144.6875,0.2500,0.0725,5,Cabras 1;Piti 8 (MEC),Maina
430,36.9625,42.7875,0.2384,0.0704,6,Duhok,
431,36.7125,5.8875,0.2672,0.0863,7,Jijel,
432,38.4875,65.6375,0.1968,0.0404,7,Talimardjan,
433,23.8375,53.6375,0.2413,0.0467,12,,
434,43.5125,-5.7375,0.2256,0.0845,5,ABONO 2,Gijón
435,44.7875,20.4625,0.2395,0.0438,6,,Belgrade;Zemun
436,21.6875,110.9125,0.2425,0.0587,3,Maoming - Ruineng Coal,Maoming
437,20.3875,45.2125,0.2249,0.0417,12,,
438,54.1875,37.6375,0.2433,0.0464,3,,Tula
439,24.0625,32.9125,0.1857,0.0374,11,,Aswān
440,30.3125,112.3125,0.1933,0.0481,3,Guodian Changyuan Jingzhou power station,Longzhou
441,32.3125,70.7625,0.2885,0.0925,3,,
442,24.4875,54.3875,0.1940,0.0434,9,APC UAN,Abu Dhabi
443,13.4125,45.3125,0.2368,0.1017,9,,
444,50.3125,57.1625,0.2369,0.0317,8,,Aqtöbe
445,-27.7375,22.9875,0.2367,0.1070,7,,
446,41.8125,140.6375,0.2732,0.0519,2,,Hakodate
447,17.3125,77.4625,0.2479,0.0843,6,,
448,56.4875,84.9875,0.2663,0.0689,4,Tomsk GRES-2,Tomsk
449,48.4625,38.2125,0.1145,0.0269,2,Vuglegirska power station,
450,46.4375,-87.6625,0.1569,0.0426,2,F.D. Kuester Generating Station,
451,28.4875,-16.2375,0.2222,0.0569,10,,Santa Cruz;La Laguna
452,46.7875,130.3125,0.2405,0.0510,3,Jiamusi-2 power station;Jiamusi Zhongheng Cogen power station,Jiamusi
453,46.4875,134.2875,0.2487,0.0526,2,Primorskaya TPP,
454,21.7375,73.0125,0.2258,0.0630,7,PAGUTHAN;GANDHAR GT,Bharūch
455,-15.4125,28.2875,0.2340,0.0945,5,,Lusaka
456,51.4375,14.5625,0.2157,0.0439,4,Boxberg power station,
457,27.8125,79.9375,0.2502,0.0536,9,ROSA TPP PH - 1,Shāhjānpur
458,38.9375,-82.1125,0.2324,0.0480,2,Gavin Power  LLC;Kyger Creek,
459,26.5875,82.6125,0.2675,0.0626,9,TANDA,
460,4.9375,114.9125,0.1935,0.1098,1,Gadong 2 Power Plant Brunei Darussalam;Berakas CCGT Power Plant Brunei,
461,24.7125,84.0875,0.2784,0.0760,7,NABI NAGAR TPP,
462,40.1625,31.7375,0.1539,0.1352,5,Çayırhan power station,
463,56.8375,53.2125,0.2208,0.0355,4,Izhevsk HPP-1;Izhevsk CHP Plant-1,Izhevsk
464,33.4125,133.2875,0.2552,0.0556,7,,
465,-15.5875,-47.8625,0.3055,0.0920,5,,
466,32.1125,-81.1375,0.2420,0.0493,5,International Paper Savanna Mill,Savannah
467,48.7125,29.2125,0.1792,0.0270,5,Ladyzhyn power station,
468,50.6125,36.5875,0.2354,0.0441,7,,Belgorod
469,32.1375,36.1375,0.1440,0.0460,7,Samra CCGT Power Plant Jordan;Hussein Thermal Power Plant Jordan,Az Zarqā’
470,23.0625,81.7875,0.1926,0.0649,8,ANUPUR TPP;ANUPPUR,
471,40.4125,21.9375,0.2025,0.0505,3,Agios Dimitrios power station;Kardia power station,
472,33.8375,36.6625,0.2488,0.0781,8,Al Nasryeh (Nasserieh) OCGT Power Plant Syria,
473,-27.9625,151.2875,0.2686,0.0759,11,Millmerran,
474,54.5625,-1.2625,0.2708,0.0477,3,,Middlesbrough
475,35.1375,48.8375,0.2478,0.0464,7,,
476,30.9125,75.8625,0.2388,0.0592,8,,Ludhiāna
477,50.9125,-1.3875,0.2336,0.0365,5,Marchwood,Southampton
478,37.3625,97.3875,0.2588,0.0668,8,,
479,22.0625,88.1125,0.2290,0.0590,7,HALDIA;INDIA POWER TPP(HALDIA  HIRANMAYE ),Haldia
480,30.2125,47.8375,0.2274,0.0438,8,Shatt Al-Basra;Khor Al Zubayr,
481,51.8125,55.1125,0.2274,0.0357,6,Sakmarskaya TPP,Orenburg
482,14.1625,-16.0375,0.2355,0.0573,10,,Kaolack
483,-33.3375,116.2375,0.2256,0.0404,5,Muja D;Collie (Bluewaters);Muja C;Collie A,
484,35.2125,35.9375,0.2043,0.0506,7,Banias Thermal Power Plant Syria,
485,30.2125,115.1375,0.2244,0.0608,4,Huadian Xisaishan power station;Huangshi power station,Huangshi
486,27.5875,21.6125,0.2581,0.0535,12,,
487,56.0375,90.3375,0.1907,0.0375,4,NAZAROVO GRES,
488,53.7375,-1.0125,0.2872,0.0497,4,Drax;Eggborough,
489,53.6625,55.9625,0.2271,0.0407,5,Sterlitamakskaya TPP;Novo-Sterlitamak TPP,Sterlitamak
490,50.3375,19.3125,0.2285,0.0463,5,Łagisza;EC Nowa,Sosnowiec;Dąbrowa Górnicza
491,34.1625,131.2125,0.2280,0.0625,4,,
492,9.5125,-13.7125,0.3047,0.1563,7,,Conakry
493,30.1125,-90.9125,0.1958,0.0458,6,,
494,30.2875,31.7375,0.1680,0.0391,9,,
495,58.6125,31.2375,0.2907,0.0475,4,Novgorod CHPP,Velikiy Novgorod
496,23.0875,114.4625,0.2051,0.0505,3,Fengda Gas,Huizhou
497,-38.7625,-62.2875,0.2329,0.0347,9,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,Bahía Blanca
498,56.2375,54.5875,0.1833,0.0370,3,Karmanovskaya TPP,
499,-33.3625,-60.1625,0.2246,0.0444,8,SAN NICOLAS;TENARIS SIDERCA CETE II,San Nicolás de los Arroyos
500,32.8875,-79.9625,0.2145,0.0440,7,Williams;Hagood,Charleston;North Charleston
501,50.0125,20.9125,0.2165,0.0436,5,,Tarnów
502,23.0375,112.0125,0.2366,0.0755,3,Bohe Coal;Yunfu power station;Yuelian Coal,Yunfu
503,20.3625,-99.6875,0.2232,0.1219,9,,
504,47.9875,37.2125,0.2404,0.0303,6,Kurakhov power station,
505,49.0625,-105.4875,0.1637,0.0244,5,Poplar River,
506,53.4375,34.4125,0.2220,0.0491,2,,
507,4.4375,7.1375,0.2151,0.1095,3,,
508,28.4625,-13.8625,0.1829,0.0352,9,,
509,21.1875,79.3875,0.1652,0.0515,6,MOUDA STPS,
510,-32.9375,-60.6875,0.2275,0.0426,8,SORRENTO,Rosario
511,-29.5875,30.3625,0.2058,0.0680,5,,Pietermaritzburg
512,-13.0125,28.6875,0.1963,0.0864,2,,Ndola
513,38.0625,-85.9125,0.2108,0.0392,5,Mill Creek (KY);Cane Run,
514,41.1875,-95.8375,0.1717,0.0284,6,Walter Scott Jr Energy Center;Sarpy County;Jones Street,
515,45.8875,-106.6125,0.1581,0.0362,2,Colstrip,
516,29.0875,-110.9875,0.2167,0.0595,12,Fuerza y Energía de Hermosillo,Hermosillo
517,49.8125,18.2875,0.1515,0.0391,3,Trebovice power station,Ostrava
518,37.4375,46.0125,0.1468,0.0561,6,Sahand,
519,53.3875,-1.4125,0.1646,0.0386,2,,Sheffield;Rotherham
520,20.8375,70.7125,0.2014,0.0474,8,,
521,20.2625,78.9875,0.2242,0.0727,5,GMR WARORA TPP;WARDHA WARORA(Sai Wardha Power),
522,30.9375,41.0625,0.2273,0.0520,12,ARAR,
523,37.4625,113.6375,0.2326,0.0761,3,,
524,49.3875,32.0625,0.2147,0.0415,5,Cherkasy power station,Cherkasy
525,56.9375,24.1375,0.2046,0.0364,5,Riga Tec 2;RTEC1,Riga
526,43.3125,-3.0625,0.2033,0.0439,5,CT SANTURCE 2;SANTURCE  GRUPO 4,Bilbao;San Vicente de Baracaldo
527,29.2375,119.5875,0.1376,0.0667,1,Lanxi power station,Lanxi
528,-22.2125,148.1625,0.2258,0.0533,6,,
529,13.8875,121.7375,0.1830,0.0583,3,Pagbilao power station,Lucena
530,51.2875,106.4625,0.1732,0.0531,2,Gusinoozyorskaya,
531,53.6375,87.9125,0.2141,0.0470,2,,
532,50.6125,13.7875,0.2661,0.0650,4,Ledvice power station;Trmice,
533,49.5125,72.8125,0.2036,0.0484,7,,
534,27.6375,113.9125,0.1992,0.0835,2,Huaneng Anyuan power station,Pingxiang
535,32.7625,12.6625,0.1903,0.0380,7,Az Zawiyah;Double Corner Power Station 1,Az Zāwīyah
536,4.1875,73.5125,0.2247,0.0793,6,,Male
537,31.2375,37.4375,0.1621,0.0384,11,AL-QURAYYAT,
538,13.2875,37.3875,0.2326,0.1227,2,,
539,-1.0125,-80.6875,0.2229,0.1577,3,,Manta
540,36.2125,37.1375,0.2455,0.0617,10,,Aleppo
541,19.3125,-81.3625,0.2044,0.0517,9,,
542,43.4375,4.8875,0.1925,0.0481,10,MARTIGUES PONTEAU;COMBIGOLFE,
543,48.7375,44.5125,0.2164,0.0313,7,,Volgograd
544,52.4875,4.6125,0.1655,0.0551,3,Ijmond,Haarlem;Zaanstad
545,8.0625,79.7375,0.2443,0.0664,8,Lakvijaya,
546,51.0875,16.9875,0.2209,0.0426,4,EC Wrocław;EC Czechnica,Wrocław
547,37.1625,-88.7875,0.1701,0.0335,8,Shawnee;Joppa Steam;MEPI GT Facility,
548,-3.5625,-38.8875,0.1229,0.0336,3,Porto do Pecém II;Fortaleza;Termoceará,
549,-17.7625,-63.1375,0.1848,0.0646,5,Guaracachi CCGT Power Plant Bolivia,Santa Cruz
550,25.6875,49.5125,0.2183,0.0345,12,SHEDGUM;SHEDGUM CO-GENERATION GAS PLANT,
551,-8.0625,-34.9125,0.2435,0.0671,8,,Recife;Olinda;Paulista;Camarajibe;São Lourenço da Mata
552,35.0625,117.1375,0.1107,0.0380,1,Tengzhou Xinyuan power station,Chengtangcun
553,24.7625,76.7375,0.2133,0.0613,8,KAWAI TPP,
554,35.5375,116.7625,0.1123,0.0338,0,Taiyang Mill power station,
555,18.7625,82.9375,0.1762,0.0700,2,,
556,53.2125,45.0125,0.2180,0.0446,3,Penza TPP-1,Penza
557,6.2875,80.8625,0.2184,0.0651,3,,
558,32.2625,-94.5625,0.2103,0.0386,9,Martin Lake;Knox Lee,
559,-19.4875,-42.5375,0.1561,0.0625,2,,Ipatinga;Coronel Fabriciano
560,19.4125,-92.0375,0.2379,0.0485,12,,
561,37.2125,15.1125,0.1962,0.0380,8,PRIOLO C.LE;ISAB ENERGY;CTE NUCE NORD;AUGUSTA C.LE,
562,-26.6375,30.1125,-0.0206,-0.0421,3,Camden power station,
563,29.2875,120.1375,0.2842,0.0842,4,,Yiwu;Dongyang
564,35.7875,114.9875,0.1878,0.0387,4,Puyang Pangking power station,Puyang;Puyang Chengguanzhen
565,41.8125,123.9875,0.1550,0.1049,1,Liaoning-3 power station;Fushun CPI power station;Liaoning-2 power station;CNPC Fushun Petrochemical power station,Fushun
566,48.4875,44.6375,0.2136,0.0264,7,Volgogradskaya CHPP-2;Volgogradskaya CHPP-3,
567,54.6875,20.5875,0.1710,0.0330,4,Kaliningradskaya,Kaliningrad
568,19.2875,41.7375,0.1797,0.0637,7,,
569,47.5375,-92.6125,0.2128,0.0513,2,,
570,43.3375,125.9125,0.2697,0.0484,4,,
571,40.5125,141.4625,0.1848,0.0431,0,Hachinohe Taiheiyo,Hachinohe
572,46.4625,30.7125,0.2046,0.0426,7,,Odesa
573,-7.1875,-34.9625,0.0974,0.0324,4,Termonordeste,João Pessoa;Santa Rita
574,4.6375,114.4875,0.1327,0.1040,1,Lumut Cogen Power Station Brunei,
575,17.5625,75.9875,0.1966,0.0671,3,,Solāpur
576,-8.3625,-35.0375,0.1331,0.0427,4,Termopernambuco;Suape II,Santo Agostinho
577,32.2375,44.2625,0.1016,0.0503,7,,
578,2.2625,102.4125,0.2209,0.1027,2,,
579,54.2375,38.8875,0.1579,0.0479,3,,
580,30.3375,70.5125,0.2161,0.0686,12,,
581,22.4875,-100.3875,0.2108,0.0729,11,,
582,38.1125,13.2875,0.2043,0.0431,9,,Palermo
583,39.5375,-112.5875,0.1977,0.0340,10,Intermountain Power Project,
584,20.9375,71.4375,0.1997,0.0762,6,PIPAVAV CCCP,
585,47.0875,51.9125,0.1994,0.0326,9,Atyrau,Atyraū
586,-32.5875,-60.7875,0.2161,0.0400,7,CENTRAL TERMOELECTRICA TIMBUES;VUELTA DE OBLIGADO,
587,25.5875,-99.9375,0.1809,0.0781,8,,
588,54.0875,38.1875,0.2165,0.0460,4,Novomoskovsk SDPS,Novomoskovsk
589,27.1625,49.1625,0.2055,0.0326,11,Khursaniyah,
590,54.6875,25.2375,0.1785,0.0374,2,Vilnius TE-3 CHP Power Plant Lithuania,Vilnius
591,44.1125,42.0125,0.2191,0.0442,6,,Cherkessk
592,38.1375,-90.2625,0.1818,0.0309,5,Rush Island,
593,30.5125,31.1875,0.2297,0.0411,9,Banha,Banhā
594,24.0375,102.1625,0.2031,0.0551,4,,
595,39.1125,116.6875,0.2351,0.0402,6,,
596,42.2625,26.1375,0.1416,0.0248,7,Maritsa Itzok-2 power station;TOPLO RUSE,
597,26.1875,85.3125,0.1572,0.0403,6,MUZAFFARPUR,Muzaffarpur
598,37.9125,-87.3375,0.2102,0.0381,7,Warrick;F B Culley,
599,43.6125,51.2875,0.1794,0.0296,9,,Aqtaū;Mangghystaū
600,16.7375,43.0375,0.2144,0.1050,11,,
601,18.6875,73.0375,0.1697,0.0787,4,,
602,32.6125,110.7625,0.1445,0.0458,1,Dongfeng Captive power station,Shiyan
603,13.4125,80.1125,0.1526,0.0558,5,,
604,18.9125,76.5625,0.2087,0.0688,4,PARLI,
605,44.8125,126.4875,0.1662,0.0514,2,,Yushu
606,55.7125,52.4625,0.1601,0.0459,3,Naberezhnye Chelny Thermal Power Plant,Naberezhnyye Chelny
607,26.5625,12.6875,0.2472,0.0537,12,,
608,23.2375,72.6625,0.1165,0.0365,6,,Ghāndīnagar
609,29.3625,119.0375,0.1344,0.0474,1,,
610,30.4375,70.9875,0.1548,0.0406,5,,Kot Addu
611,40.4625,-107.5875,0.1814,0.0843,6,Craig (CO),
