# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: May 2018 to Nov 2021 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
278,29.4875,60.8125,0.3345,0.0549,41,,Zāhedān
279,35.0125,26.1375,0.3344,0.0689,33,Atherinolakkos,
280,32.3625,15.0875,0.3337,0.0775,41,Misrata,Mişrātah
281,27.8125,112.9125,0.3335,0.0752,12,Xiangtan power station,Xiangtan
282,37.3375,28.0875,0.3320,0.0786,32,Yatağan power station,
283,-18.3875,26.4625,0.3319,0.0810,32,Hwange Coal Power Plant Zimbabwe,
284,5.3625,100.4125,0.3313,0.1616,16,TNB Prai;Prai Power;Gelugor,Butterworth;George Town;Bukit Mertajam
285,35.4625,44.3875,0.3310,0.0647,37,,Kirkuk
286,57.5875,39.7875,0.3295,0.0424,14,Yaroslavl TPP-1,Yaroslavl
287,53.5625,-113.3875,0.3282,0.0431,17,Clover Bar,Edmonton
288,31.1125,118.0125,0.3279,0.0622,25,Tongling Guodian power station,
289,41.7875,126.0125,0.3272,0.0573,12,Erdaojiang power station,Kuaidamao
290,-14.0625,-72.3125,0.3271,0.1281,10,,
291,10.6125,107.0375,0.3270,0.0972,14,Phu My 1;Phu My 21;Phu My 22;Phu My 3;Phu My 4,
292,5.7125,0.0125,0.3262,0.1329,28,Tema,Tema
293,12.9875,74.8625,0.3252,0.1214,25,TANIR BAVI;MANGALORE REFINERY,Mangalore
294,28.7125,53.5375,0.3252,0.1008,38,Jahrom;Jahrom,
295,48.0375,38.2875,0.3249,0.0469,24,Zuevskaya power station,
296,34.2375,132.1875,0.3232,0.0521,12,,Iwakuni
297,36.5125,-89.5625,0.3217,0.0438,33,New Madrid,
298,49.2125,24.6625,0.3216,0.0551,22,Burshtyn power station,
299,31.0625,31.3875,0.3215,0.0639,38,Talkha,Al Manşūrah
300,-15.0125,-71.3875,0.3209,0.1148,13,,
301,51.1625,3.8125,0.3204,0.0340,26,RINGVAART STEG;Zelzate 2 Knippegroen;RODENHUIZE 4,Gent
302,47.5125,34.6125,0.3200,0.0341,26,Zaporizhia power station,
303,37.4875,61.8375,0.3186,0.0452,43,Mary Thermal Power Plant Turkmenistan,Mary
304,43.6625,94.9875,0.3169,0.0473,36,Xinjiang Guanghui power station,
305,54.1875,87.1125,0.3162,0.0674,12,,
306,43.0625,141.3125,0.3144,0.0441,11,,Sapporo
307,27.2375,60.5125,0.3127,0.0674,43,Iranshahr GT,
308,21.6875,83.8625,0.3107,0.0937,19,I.B.VALLEY;IND BARATH TPP,
309,14.6625,-17.0125,0.3107,0.0535,41,,
310,33.5625,118.9625,0.3097,0.0525,21,Huaneng Huaiyin power station;Huai'an - Guoxin Coal,Huaiyin
311,54.9125,69.1875,0.3092,0.0303,25,Petropavlovsk-2 power station,Petropavl
312,50.2875,127.4875,0.3092,0.0393,14,,Heihe;Blagoveshchensk
313,54.5875,39.7375,0.3077,0.0545,20,Novo-Ryazan Thermal Power Station,Ryazan
314,21.0625,110.4875,0.3070,0.0686,22,Baosteel Zhanjiang power station,
315,41.5375,120.3375,0.3067,0.0558,27,Chaoyang Yanshanhu power station,Chaoyang
316,26.4875,119.6875,0.3057,0.0615,9,Fuzhou Kemen power station;Huaneng Luoyuan power station,
317,39.1125,-84.7875,0.3048,0.0402,26,Lawrenceburg Power  LLC;Miami Fort,
318,-18.9125,47.5375,0.3033,0.1352,23,,Antananarivo
319,51.5875,45.9625,0.3033,0.0408,23,Saratov HPP-2,Saratov
320,24.2625,113.4125,0.3025,0.0743,8,,Yingcheng
321,-32.7875,-71.3875,0.3023,0.1229,34,VENTANAS;QUINTERO;NUEVA VENTANAS;CAMPICHE,
322,37.0125,126.3875,0.3020,0.0551,30,Dangjin;Daesan Works,
323,21.5125,109.5125,0.3015,0.0617,25,Beihai Bebuwan power station,
324,24.9625,34.6875,0.3002,0.0711,43,,
325,29.9875,-90.4125,0.2985,0.0524,25,Little Gypsy;St. Charles Power Station (LA);Waterford 1 & 2;Taft Cogeneration Facility;Dow St Charles Operations,
326,22.0875,76.5375,0.2982,0.0753,28,Shri Singaji MALWA TPP,
327,52.2625,104.2125,0.2982,0.0843,18,Novo-Irkustsk,Irkutsk
328,24.5625,81.0125,0.2967,0.0786,26,,
329,26.0125,117.3375,0.2964,0.0932,10,Yongan power station,Yong’an
330,22.3625,73.1375,0.2963,0.0710,34,G.I.P.C.L. GT,Vadodara
331,35.7875,-0.2375,0.2959,0.0827,38,Marsat;Kahrama IPP;Marsat TG,
332,56.8875,62.0375,0.2957,0.0416,11,,
333,-20.3125,-45.5875,0.2951,0.0856,18,,
334,-22.5125,-44.1125,0.2950,0.0847,18,,Volta Redonda;Barra Mansa
335,24.6875,73.0125,0.2944,0.0728,30,,
336,15.4625,45.3375,0.2941,0.1010,43,,
337,23.6375,86.6625,0.2938,0.0839,20,RAGHUNATHPUR TPP PH-I,
338,43.9875,115.9875,0.2929,0.1032,34,Inner Mongolia Xilin power station,
339,41.2875,119.3875,0.2924,0.0517,29,,Lingyuan
340,31.6625,6.0625,0.2920,0.0429,43,Hassi Messoud;Hassi Messoud Nord 2,
341,53.6125,-0.2125,0.2913,0.0415,17,South Humber Bank;Saltend;Killingholme,
342,23.7875,85.8875,0.2907,0.0768,27,TENUGHAT;BOKARO B,
343,30.3875,114.8875,0.2906,0.0677,14,,Huanggang;Ezhou
344,21.2125,73.5625,0.2904,0.0864,29,UKAI_Coal,
345,31.8875,47.1625,0.2903,0.0411,40,,Al ‘Amārah
346,43.1375,131.8875,0.2898,0.0417,20,Vladivostok CHPP;Vladivostok-2 power station,Vladivostok
347,18.8125,-99.1875,0.2883,0.1278,17,,Cuernavaca;Jiutepec
348,15.0375,78.0125,0.2880,0.0801,25,,Tādpatri
349,32.9125,117.4875,0.2880,0.0610,23,,Bengbu
350,12.0125,8.5375,0.2878,0.0860,36,,Kano
351,31.2625,74.1875,0.2874,0.0699,28,Southern Electric Power Company;Kohinoor Energy Limited;Japan Power Company Lahore,
352,43.3625,5.3875,0.2868,0.0521,36,PROVENCE 5,Marseille
353,44.7375,37.8125,0.2860,0.0350,26,,Novorossiysk
354,40.3375,109.9875,0.2854,0.1083,23,Dalate power station;Shenhua Yili power station,
355,-17.8375,31.0375,0.2850,0.0716,30,,Harare
356,53.7125,91.3375,0.2845,0.0410,21,,Abakan
357,52.0625,113.3375,0.2842,0.0409,15,Chita CHPP-1,Chita
358,20.9625,86.0375,0.2835,0.0810,28,,
359,30.4875,-91.1875,0.2834,0.0505,28,Louisiana 1;Louisiana 2;Formosa Plastics,Baton Rouge
360,33.1125,-109.3875,0.2833,0.0514,32,,
361,33.7375,59.1375,0.2827,0.0545,38,,
362,44.6875,89.0875,0.2822,0.0569,32,East Hope Metals Wucaiwan power station;Henglian Wucaiwan power station;Shenhua Zhundong Wucaiwan power station,
363,28.4875,76.3625,0.2821,0.0583,34,INDRA GANDHI STPP;MAHATMA GANDHI TPP,
364,0.1625,117.4875,0.2801,0.1310,10,,Bontang
365,48.4625,35.0625,0.2799,0.0336,26,Prydniprovska power station,Dnipro
366,9.5875,106.5125,0.2789,0.0651,23,Duyen Hai 1;Duyen Hai 3,
367,21.8875,-102.2875,0.2778,0.0807,27,,Aguascalientes
368,50.8375,6.3375,0.2776,0.0378,13,Weisweiler power station,
369,18.9375,105.3375,0.2775,0.0680,9,,
370,20.2625,86.6125,0.2774,0.0796,32,,
371,18.0875,-94.3625,0.2768,0.0803,35,Pemex-Petroquímica  Complejo Petroquímico Morelos;Pemex-Petroquímica  Complejo Petroquímico Cangrejera,Coatzacoalcos
372,24.6875,113.6625,0.2768,0.0653,15,Guangdong Shaoguan power station;Dabu Coal,Shaoguan
373,24.7625,54.6875,0.2761,0.0557,33,TAPCO;Taweelah A1;Taweelah A2,
374,53.4125,55.8875,0.2758,0.0319,20,Salavatskaya TPP,Salavat
375,24.2125,80.7875,0.2758,0.0802,30,,Sannai
376,35.4875,140.0125,0.2756,0.0686,12,Sodegaura;Anegasaki;Chiba;Goi;Chiba Kawatetsu,Ichihara
377,29.2375,117.1875,0.2748,0.0738,12,Jingdezhen power station,Jingdezhen
378,39.0125,125.7125,0.2741,0.0404,24,East Pyongyang power station;Pyongyang power station,Pyongyang
379,-38.1875,146.3375,0.2738,0.0620,9,Hazelwood;Yallourn;Jeeralang B;Jeeralang A;Energy Brix,
380,22.7625,114.6125,0.2738,0.0568,19,Huizhou LNG Gas;Guangdong Huizhou;Huizhou Cogen power station,
381,57.9125,60.0375,0.2737,0.0346,13,CHP Plant of OAO EVRAZ NTMK,Nizhniy Tagil
382,22.2125,84.8625,0.2735,0.0805,19,,Raurkela
383,26.7875,119.7375,0.2728,0.0707,13,Datang Ningde power station,
384,37.4625,116.2375,0.2726,0.0401,28,Huaneng Dezhou power station;Shandong Hualu Hengsheng power station,Dezhou
385,22.4625,88.1375,0.2717,0.0686,31,BUDGE BUDGE,Uluberiya
386,53.2375,50.2375,0.2713,0.0384,18,Samara TPP;Bezymyanskaya CHP,Samara
387,9.9875,76.3875,0.2709,0.0990,15,BSES Kerala CCGT,Kochi
388,49.0875,-103.0125,0.2704,0.0377,30,Boundary Dam;Shand,
389,-12.6625,-38.3125,0.2695,0.0675,20,Camaçari;Muricy (Antiga Camaçari Muricy I);Arembepe (Antiga Camaçari Pólo de Apoio I);Rômulo Almeida Unidade I (Antiga Usina de Cogeração Camaçari - FAFEN Energia);Camaçari;Bahia Pulp (Antiga Bacell),Camaçari
390,-20.5375,-43.7625,0.2692,0.1014,12,Açominas,Conselheiro Lafaiete
391,40.5375,17.1875,0.2691,0.0410,33,,Taranto
392,30.7125,33.8375,0.2683,0.0495,40,,
393,21.1375,-101.6875,0.2675,0.0724,20,,León de los Aldama
394,29.8125,115.5625,0.2670,0.0623,7,,Wuxue
395,28.9625,-13.5125,0.2670,0.0541,41,PUNTA GRANDE 19 DIESEL 11,
396,49.9875,82.6125,0.2657,0.0600,23,Ust-Kamenogorsk TETS power station,Öskemen
397,36.9375,54.8875,0.2655,0.1086,7,Aliabad Power Plant,
398,-34.8625,-56.2125,0.2655,0.0728,28,CTR,Montevideo
399,50.8375,4.3875,0.2653,0.0306,13,DROGENBOS TGV,Brussels;Anderlecht
400,17.3125,73.2125,0.2644,0.0736,31,JSW RATNAGIRI TPP,
401,38.3625,36.9875,0.2643,0.0978,28,Afşin Elbistan Termik Santrali,
402,47.1875,37.5625,0.2638,0.0393,28,,Mariupol
403,13.4375,101.0375,0.2632,0.0743,22,Bang Pakong;Amata B Grimm,
404,-25.2125,-49.3125,0.2621,0.0600,14,,Colombo;Almirante Tamandaré
405,-36.9875,-60.2625,0.2618,0.0366,29,,
406,51.8375,14.4625,0.2614,0.0349,17,Janschwalde power station,
407,-34.8875,-57.9625,0.2610,0.0386,23,CT ENSENADA DE BARRAGAN;LA PLATA COGENERACION,La Plata
408,33.2625,131.6375,0.2609,0.0491,13,Shin Oita;Oita Thermal Power Plant;Oita IPP power station,Ōita;Beppu
409,24.3875,102.4625,0.2608,0.0561,15,,Yuxi
410,32.3125,-64.7875,0.2596,0.0677,30,,
411,43.2375,-79.8375,0.2592,0.0399,15,,Hamilton;Burlington
412,25.1875,81.6625,0.2591,0.0626,32,PRYAGRAJ (BARA) TPP,
413,-1.4375,36.9625,0.2586,0.1242,14,,
414,22.9875,-82.7625,0.2585,0.0667,22,Máximo Gómez (Mariel),
415,42.7875,-82.4875,0.2582,0.0407,21,Belle River;St Clair;Greenfield Energy Centre;St. Clair;Dean,
416,49.9875,36.2875,0.2581,0.0414,23,Karkov CHP-5,Kharkiv
417,-22.0875,-70.1875,0.2576,0.1217,20,TERMOELECTRICA TOCOPILLA (U12);TERMOELECTRICA NORGENER (NTO2),
418,42.1375,25.9875,0.2573,0.0376,33,Maritsa Itzok-3 power station;AES Galabovo;Brikel power station,
419,39.7125,-79.9375,0.2563,0.0416,17,FirstEnergy Fort Martin Power Station;Longview Power Plant,
420,13.1375,-59.6875,0.2551,0.0732,16,,Bridgetown
421,18.3875,79.8375,0.2531,0.0788,26,KAKATIYA TPP,
422,25.0375,-77.3625,0.2522,0.0753,32,,Nassau
423,51.6625,21.4625,0.2521,0.0357,16,Kozienice;Kozienice;Kozienice II,
424,46.6125,131.0625,0.2521,0.0421,10,Datang Shuangyashan power station,Shuangyashan
425,44.8125,118.4375,0.2515,0.0944,25,,
426,35.5625,45.4125,0.2513,0.0583,26,,As Sulaymānīyah
427,31.0375,46.2125,0.2511,0.0359,38,,An Nāşirīyah
428,16.1125,32.6875,0.2509,0.0575,41,El Jaili,
429,13.4625,144.6875,0.2500,0.0651,18,Cabras 1;Piti 8 (MEC),Maina
430,36.9625,42.7875,0.2500,0.0698,26,Duhok,
431,36.7125,5.8875,0.2492,0.0735,27,Jijel,
432,38.4875,65.6375,0.2492,0.0444,35,Talimardjan,
433,23.8375,53.6375,0.2491,0.0442,43,,
434,43.5125,-5.7375,0.2478,0.0763,18,ABONO 2,Gijón
435,44.7875,20.4625,0.2475,0.0385,22,,Belgrade;Zemun
436,21.6875,110.9125,0.2470,0.0551,11,Maoming - Ruineng Coal,Maoming
437,20.3875,45.2125,0.2470,0.0422,43,,
438,54.1875,37.6375,0.2469,0.0356,15,,Tula
439,24.0625,32.9125,0.2468,0.0457,35,,Aswān
440,30.3125,112.3125,0.2467,0.0529,16,Guodian Changyuan Jingzhou power station,Longzhou
441,32.3125,70.7625,0.2467,0.0762,10,,
442,24.4875,54.3875,0.2464,0.0471,38,APC UAN,Abu Dhabi
443,13.4125,45.3125,0.2463,0.1026,29,,
444,50.3125,57.1625,0.2456,0.0249,27,,Aqtöbe
445,-27.7375,22.9875,0.2455,0.1055,34,,
446,41.8125,140.6375,0.2448,0.0341,9,,Hakodate
447,17.3125,77.4625,0.2445,0.0803,21,,
448,56.4875,84.9875,0.2444,0.0493,12,Tomsk GRES-2,Tomsk
449,48.4625,38.2125,0.2442,0.0312,19,Vuglegirska power station,
450,46.4375,-87.6625,0.2436,0.0537,13,F.D. Kuester Generating Station,
451,28.4875,-16.2375,0.2436,0.0566,33,,Santa Cruz;La Laguna
452,46.7875,130.3125,0.2435,0.0338,15,Jiamusi-2 power station;Jiamusi Zhongheng Cogen power station,Jiamusi
453,46.4875,134.2875,0.2435,0.0321,11,Primorskaya TPP,
454,21.7375,73.0125,0.2435,0.0632,29,PAGUTHAN;GANDHAR GT,Bharūch
455,-15.4125,28.2875,0.2435,0.0961,26,,Lusaka
456,51.4375,14.5625,0.2434,0.0425,13,Boxberg power station,
457,27.8125,79.9375,0.2432,0.0481,28,ROSA TPP PH - 1,Shāhjānpur
458,38.9375,-82.1125,0.2432,0.0424,17,Gavin Power  LLC;Kyger Creek,
459,26.5875,82.6125,0.2430,0.0526,26,TANDA,
460,4.9375,114.9125,0.2428,0.1164,8,Gadong 2 Power Plant Brunei Darussalam;Berakas CCGT Power Plant Brunei,
461,24.7125,84.0875,0.2423,0.0602,21,NABI NAGAR TPP,
462,40.1625,31.7375,0.2408,0.1350,17,Çayırhan power station,
463,56.8375,53.2125,0.2407,0.0316,18,Izhevsk HPP-1;Izhevsk CHP Plant-1,Izhevsk
464,33.4125,133.2875,0.2406,0.0501,19,,
465,-15.5875,-47.8625,0.2405,0.0690,11,,
466,32.1125,-81.1375,0.2399,0.0421,20,International Paper Savanna Mill,Savannah
467,48.7125,29.2125,0.2397,0.0361,24,Ladyzhyn power station,
468,50.6125,36.5875,0.2396,0.0442,23,,Belgorod
469,32.1375,36.1375,0.2394,0.0636,31,Samra CCGT Power Plant Jordan;Hussein Thermal Power Plant Jordan,Az Zarqā’
470,23.0625,81.7875,0.2367,0.0719,29,ANUPUR TPP;ANUPPUR,
471,40.4125,21.9375,0.2362,0.0529,16,Agios Dimitrios power station;Kardia power station,
472,33.8375,36.6625,0.2362,0.0768,25,Al Nasryeh (Nasserieh) OCGT Power Plant Syria,
473,-27.9625,151.2875,0.2354,0.0599,31,Millmerran,
474,54.5625,-1.2625,0.2351,0.0293,9,,Middlesbrough
475,35.1375,48.8375,0.2350,0.0358,28,,
476,30.9125,75.8625,0.2348,0.0511,30,,Ludhiāna
477,50.9125,-1.3875,0.2347,0.0313,14,Marchwood,Southampton
478,37.3625,97.3875,0.2344,0.0593,30,,
479,22.0625,88.1125,0.2342,0.0548,27,HALDIA;INDIA POWER TPP(HALDIA  HIRANMAYE ),Haldia
480,30.2125,47.8375,0.2339,0.0466,29,Shatt Al-Basra;Khor Al Zubayr,
481,51.8125,55.1125,0.2337,0.0293,24,Sakmarskaya TPP,Orenburg
482,14.1625,-16.0375,0.2332,0.0549,38,,Kaolack
483,-33.3375,116.2375,0.2324,0.0367,17,Muja D;Collie (Bluewaters);Muja C;Collie A,
484,35.2125,35.9375,0.2313,0.0530,29,Banias Thermal Power Plant Syria,
485,30.2125,115.1375,0.2311,0.0585,15,Huadian Xisaishan power station;Huangshi power station,Huangshi
486,27.5875,21.6125,0.2310,0.0447,41,,
487,56.0375,90.3375,0.2309,0.0309,13,NAZAROVO GRES,
488,53.7375,-1.0125,0.2307,0.0342,9,Drax;Eggborough,
489,53.6625,55.9625,0.2306,0.0376,15,Sterlitamakskaya TPP;Novo-Sterlitamak TPP,Sterlitamak
490,50.3375,19.3125,0.2305,0.0480,17,Łagisza;EC Nowa,Sosnowiec;Dąbrowa Górnicza
491,34.1625,131.2125,0.2303,0.0618,17,,
492,9.5125,-13.7125,0.2298,0.1057,21,,Conakry
493,30.1125,-90.9125,0.2283,0.0459,20,,
494,30.2875,31.7375,0.2277,0.0480,34,,
495,58.6125,31.2375,0.2277,0.0341,11,Novgorod CHPP,Velikiy Novgorod
496,23.0875,114.4625,0.2275,0.0491,15,Fengda Gas,Huizhou
497,-38.7625,-62.2875,0.2272,0.0297,31,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,Bahía Blanca
498,56.2375,54.5875,0.2270,0.0317,13,Karmanovskaya TPP,
499,-33.3625,-60.1625,0.2266,0.0360,30,SAN NICOLAS;TENARIS SIDERCA CETE II,San Nicolás de los Arroyos
500,32.8875,-79.9625,0.2265,0.0393,29,Williams;Hagood,Charleston;North Charleston
501,50.0125,20.9125,0.2260,0.0484,19,,Tarnów
502,23.0375,112.0125,0.2258,0.0648,9,Bohe Coal;Yunfu power station;Yuelian Coal,Yunfu
503,20.3625,-99.6875,0.2257,0.1089,30,,
504,47.9875,37.2125,0.2256,0.0251,20,Kurakhov power station,
505,49.0625,-105.4875,0.2255,0.0203,24,Poplar River,
506,53.4375,34.4125,0.2254,0.0390,10,,
507,4.4375,7.1375,0.2249,0.1130,7,,
508,28.4625,-13.8625,0.2247,0.0396,39,,
509,21.1875,79.3875,0.2244,0.0645,19,MOUDA STPS,
510,-32.9375,-60.6875,0.2242,0.0375,29,SORRENTO,Rosario
511,-29.5875,30.3625,0.2238,0.0655,25,,Pietermaritzburg
512,-13.0125,28.6875,0.2224,0.0931,14,,Ndola
513,38.0625,-85.9125,0.2216,0.0336,19,Mill Creek (KY);Cane Run,
514,41.1875,-95.8375,0.2213,0.0304,28,Walter Scott Jr Energy Center;Sarpy County;Jones Street,
515,45.8875,-106.6125,0.2209,0.0377,19,Colstrip,
516,29.0875,-110.9875,0.2201,0.0572,38,Fuerza y Energía de Hermosillo,Hermosillo
517,49.8125,18.2875,0.2201,0.0377,15,Trebovice power station,Ostrava
518,37.4375,46.0125,0.2197,0.0711,28,Sahand,
519,53.3875,-1.4125,0.2197,0.0250,7,,Sheffield;Rotherham
520,20.8375,70.7125,0.2196,0.0498,28,,
521,20.2625,78.9875,0.2191,0.0666,20,GMR WARORA TPP;WARDHA WARORA(Sai Wardha Power),
522,30.9375,41.0625,0.2186,0.0506,43,ARAR,
523,37.4625,113.6375,0.2180,0.0709,11,,
524,49.3875,32.0625,0.2178,0.0381,21,Cherkasy power station,Cherkasy
525,56.9375,24.1375,0.2178,0.0327,17,Riga Tec 2;RTEC1,Riga
526,43.3125,-3.0625,0.2169,0.0400,19,CT SANTURCE 2;SANTURCE  GRUPO 4,Bilbao;San Vicente de Baracaldo
527,29.2375,119.5875,0.2162,0.0641,7,Lanxi power station,Lanxi
528,-22.2125,148.1625,0.2161,0.0442,26,,
529,13.8875,121.7375,0.2161,0.0565,15,Pagbilao power station,Lucena
530,51.2875,106.4625,0.2159,0.0292,11,Gusinoozyorskaya,
531,53.6375,87.9125,0.2152,0.0384,10,,
532,50.6125,13.7875,0.2150,0.0506,8,Ledvice power station;Trmice,
533,49.5125,72.8125,0.2149,0.0372,28,,
534,27.6375,113.9125,0.2148,0.0590,6,Huaneng Anyuan power station,Pingxiang
535,32.7625,12.6625,0.2138,0.0408,29,Az Zawiyah;Double Corner Power Station 1,Az Zāwīyah
536,4.1875,73.5125,0.2137,0.0700,24,,Male
537,31.2375,37.4375,0.2136,0.0493,40,AL-QURAYYAT,
538,13.2875,37.3875,0.2135,0.1133,8,,
539,-1.0125,-80.6875,0.2134,0.1497,10,,Manta
540,36.2125,37.1375,0.2130,0.0529,35,,Aleppo
541,19.3125,-81.3625,0.2126,0.0464,31,,
542,43.4375,4.8875,0.2126,0.0506,36,MARTIGUES PONTEAU;COMBIGOLFE,
543,48.7375,44.5125,0.2121,0.0244,27,,Volgograd
544,52.4875,4.6125,0.2118,0.0576,16,Ijmond,Haarlem;Zaanstad
545,8.0625,79.7375,0.2115,0.0500,19,Lakvijaya,
546,51.0875,16.9875,0.2114,0.0359,19,EC Wrocław;EC Czechnica,Wrocław
547,37.1625,-88.7875,0.2110,0.0350,30,Shawnee;Joppa Steam;MEPI GT Facility,
548,-3.5625,-38.8875,0.2109,0.0439,20,Porto do Pecém II;Fortaleza;Termoceará,
549,-17.7625,-63.1375,0.2099,0.0547,19,Guaracachi CCGT Power Plant Bolivia,Santa Cruz
550,25.6875,49.5125,0.2099,0.0311,42,SHEDGUM;SHEDGUM CO-GENERATION GAS PLANT,
551,-8.0625,-34.9125,0.2098,0.0538,21,,Recife;Olinda;Paulista;Camarajibe;São Lourenço da Mata
552,35.0625,117.1375,0.2095,0.0385,12,Tengzhou Xinyuan power station,Chengtangcun
553,24.7625,76.7375,0.2089,0.0547,28,KAWAI TPP,
554,35.5375,116.7625,0.2088,0.0349,8,Taiyang Mill power station,
555,18.7625,82.9375,0.2086,0.0800,10,,
556,53.2125,45.0125,0.2086,0.0344,14,Penza TPP-1,Penza
557,6.2875,80.8625,0.2080,0.0541,6,,
558,32.2625,-94.5625,0.2080,0.0372,26,Martin Lake;Knox Lee,
559,-19.4875,-42.5375,0.2078,0.0766,12,,Ipatinga;Coronel Fabriciano
560,19.4125,-92.0375,0.2070,0.0402,40,,
561,37.2125,15.1125,0.2069,0.0344,27,PRIOLO C.LE;ISAB ENERGY;CTE NUCE NORD;AUGUSTA C.LE,
562,-26.6375,30.1125,0.2066,0.0522,13,Camden power station,
563,29.2875,120.1375,0.2059,0.0606,7,,Yiwu;Dongyang
564,35.7875,114.9875,0.2056,0.0365,10,Puyang Pangking power station,Puyang;Puyang Chengguanzhen
565,41.8125,123.9875,0.2053,0.0947,6,Liaoning-3 power station;Fushun CPI power station;Liaoning-2 power station;CNPC Fushun Petrochemical power station,Fushun
566,48.4875,44.6375,0.2051,0.0209,27,Volgogradskaya CHPP-2;Volgogradskaya CHPP-3,
567,54.6875,20.5875,0.2049,0.0326,18,Kaliningradskaya,Kaliningrad
568,19.2875,41.7375,0.2044,0.0653,34,,
569,47.5375,-92.6125,0.2041,0.0390,9,,
570,43.3375,125.9125,0.2040,0.0285,12,,
571,40.5125,141.4625,0.2037,0.0358,6,Hachinohe Taiheiyo,Hachinohe
572,46.4625,30.7125,0.2031,0.0377,24,,Odesa
573,-7.1875,-34.9625,0.2024,0.0491,19,Termonordeste,João Pessoa;Santa Rita
574,4.6375,114.4875,0.2024,0.1089,6,Lumut Cogen Power Station Brunei,
575,17.5625,75.9875,0.2015,0.0655,13,,Solāpur
576,-8.3625,-35.0375,0.2012,0.0540,18,Termopernambuco;Suape II,Santo Agostinho
577,32.2375,44.2625,0.2007,0.0688,28,,
578,2.2625,102.4125,0.2006,0.0861,7,,
579,54.2375,38.8875,0.1997,0.0339,15,,
580,30.3375,70.5125,0.1993,0.0659,34,,
581,22.4875,-100.3875,0.1986,0.0641,31,,
582,38.1125,13.2875,0.1983,0.0373,30,,Palermo
583,39.5375,-112.5875,0.1979,0.0309,31,Intermountain Power Project,
584,20.9375,71.4375,0.1979,0.0757,23,PIPAVAV CCCP,
585,47.0875,51.9125,0.1976,0.0259,32,Atyrau,Atyraū
586,-32.5875,-60.7875,0.1975,0.0296,24,CENTRAL TERMOELECTRICA TIMBUES;VUELTA DE OBLIGADO,
587,25.5875,-99.9375,0.1975,0.0688,29,,
588,54.0875,38.1875,0.1972,0.0323,13,Novomoskovsk SDPS,Novomoskovsk
589,27.1625,49.1625,0.1972,0.0266,40,Khursaniyah,
590,54.6875,25.2375,0.1970,0.0323,10,Vilnius TE-3 CHP Power Plant Lithuania,Vilnius
591,44.1125,42.0125,0.1969,0.0348,16,,Cherkessk
592,38.1375,-90.2625,0.1968,0.0280,23,Rush Island,
593,30.5125,31.1875,0.1964,0.0338,30,Banha,Banhā
594,24.0375,102.1625,0.1964,0.0488,10,,
595,39.1125,116.6875,0.1958,0.0315,18,,
596,42.2625,26.1375,0.1952,0.0270,26,Maritsa Itzok-2 power station;TOPLO RUSE,
597,26.1875,85.3125,0.1952,0.0470,24,MUZAFFARPUR,Muzaffarpur
598,37.9125,-87.3375,0.1947,0.0300,22,Warrick;F B Culley,
599,43.6125,51.2875,0.1943,0.0273,35,,Aqtaū;Mangghystaū
600,16.7375,43.0375,0.1941,0.0887,33,,
601,18.6875,73.0375,0.1941,0.0749,17,,
602,32.6125,110.7625,0.1941,0.0445,6,Dongfeng Captive power station,Shiyan
603,13.4125,80.1125,0.1940,0.0626,20,,
604,18.9125,76.5625,0.1938,0.0622,19,PARLI,
605,44.8125,126.4875,0.1937,0.0310,10,,Yushu
606,55.7125,52.4625,0.1935,0.0290,18,Naberezhnye Chelny Thermal Power Plant,Naberezhnyye Chelny
607,26.5625,12.6875,0.1934,0.0411,28,,
608,23.2375,72.6625,0.1930,0.0465,24,,Ghāndīnagar
609,29.3625,119.0375,0.1929,0.0476,6,,
610,30.4375,70.9875,0.1922,0.0462,26,,Kot Addu
611,40.4625,-107.5875,0.1922,0.0864,22,Craig (CO),
612,10.3125,123.9125,0.1920,0.0587,9,,Cebu City;Lapu-Lapu City;Mandaue City;Talisay;Poblacion;Minglanilla;Consolacion
