# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: May 2018 to Dec 2018 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
278,29.4875,60.8125,0.3220,0.0590,8,,Zāhedān
279,35.0125,26.1375,0.3858,0.0824,7,Atherinolakkos,
280,32.3625,15.0875,0.2796,0.0751,8,Misrata,Mişrātah
281,27.8125,112.9125,0.3546,0.0905,2,Xiangtan power station,Xiangtan
282,37.3375,28.0875,0.2251,0.0508,4,Yatağan power station,
283,-18.3875,26.4625,0.4013,0.1088,8,Hwange Coal Power Plant Zimbabwe,
284,5.3625,100.4125,0.3438,0.1887,4,TNB Prai;Prai Power;Gelugor,Butterworth;George Town;Bukit Mertajam
285,35.4625,44.3875,0.2972,0.0661,7,,Kirkuk
286,57.5875,39.7875,0.3156,0.0630,3,Yaroslavl TPP-1,Yaroslavl
287,53.5625,-113.3875,0.3027,0.0717,4,Clover Bar,Edmonton
288,31.1125,118.0125,0.3640,0.0804,5,Tongling Guodian power station,
289,41.7875,126.0125,0.3273,0.0867,2,Erdaojiang power station,Kuaidamao
290,-14.0625,-72.3125,0.3053,0.1430,3,,
291,10.6125,107.0375,0.2578,0.0893,2,Phu My 1;Phu My 21;Phu My 22;Phu My 3;Phu My 4,
292,5.7125,0.0125,0.5766,0.2812,6,Tema,Tema
293,12.9875,74.8625,0.3760,0.1724,4,TANIR BAVI;MANGALORE REFINERY,Mangalore
294,28.7125,53.5375,0.1818,0.0699,5,Jahrom;Jahrom,
295,48.0375,38.2875,0.2745,0.0433,5,Zuevskaya power station,
296,34.2375,132.1875,0.1334,0.0481,1,,Iwakuni
297,36.5125,-89.5625,0.2117,0.0420,4,New Madrid,
298,49.2125,24.6625,0.3833,0.0868,6,Burshtyn power station,
299,31.0625,31.3875,0.5581,0.1231,8,Talkha,Al Manşūrah
300,-15.0125,-71.3875,0.3796,0.1470,4,,
301,51.1625,3.8125,0.3978,0.0596,6,RINGVAART STEG;Zelzate 2 Knippegroen;RODENHUIZE 4,Gent
302,47.5125,34.6125,0.4844,0.0702,6,Zaporizhia power station,
303,37.4875,61.8375,0.3350,0.0473,8,Mary Thermal Power Plant Turkmenistan,Mary
304,43.6625,94.9875,0.2233,0.0465,6,Xinjiang Guanghui power station,
305,54.1875,87.1125,0.1870,0.1060,1,,
306,43.0625,141.3125,0.3238,0.0728,2,,Sapporo
307,27.2375,60.5125,0.3113,0.0760,8,Iranshahr GT,
308,21.6875,83.8625,0.1498,0.0606,1,I.B.VALLEY;IND BARATH TPP,
309,14.6625,-17.0125,0.2649,0.0565,7,,
310,33.5625,118.9625,0.1304,0.0534,2,Huaneng Huaiyin power station;Huai'an - Guoxin Coal,Huaiyin
311,54.9125,69.1875,0.2904,0.0457,5,Petropavlovsk-2 power station,Petropavl
312,50.2875,127.4875,0.2341,0.0462,2,,Heihe;Blagoveshchensk
313,54.5875,39.7375,0.2812,0.0653,5,Novo-Ryazan Thermal Power Station,Ryazan
314,21.0625,110.4875,0.2364,0.0756,1,Baosteel Zhanjiang power station,
315,41.5375,120.3375,0.2241,0.0508,3,Chaoyang Yanshanhu power station,Chaoyang
316,26.4875,119.6875,0.1761,0.0697,0,Fuzhou Kemen power station;Huaneng Luoyuan power station,
317,39.1125,-84.7875,0.1918,0.0419,2,Lawrenceburg Power  LLC;Miami Fort,
318,-18.9125,47.5375,0.2512,0.1412,4,,Antananarivo
319,51.5875,45.9625,0.3023,0.0482,5,Saratov HPP-2,Saratov
320,24.2625,113.4125,0.3198,0.1014,1,,Yingcheng
321,-32.7875,-71.3875,0.3913,0.1382,6,VENTANAS;QUINTERO;NUEVA VENTANAS;CAMPICHE,
322,37.0125,126.3875,0.2290,0.0553,5,Dangjin;Daesan Works,
323,21.5125,109.5125,0.1628,0.0470,1,Beihai Bebuwan power station,
324,24.9625,34.6875,0.2834,0.0723,8,,
325,29.9875,-90.4125,0.2973,0.0748,4,Little Gypsy;St. Charles Power Station (LA);Waterford 1 & 2;Taft Cogeneration Facility;Dow St Charles Operations,
326,22.0875,76.5375,0.3367,0.0948,6,Shri Singaji MALWA TPP,
327,52.2625,104.2125,0.3066,0.0883,5,Novo-Irkustsk,Irkutsk
328,24.5625,81.0125,0.3895,0.1272,5,,
329,26.0125,117.3375,0.2322,0.0899,1,Yongan power station,Yong’an
330,22.3625,73.1375,0.2958,0.0768,5,G.I.P.C.L. GT,Vadodara
331,35.7875,-0.2375,0.3231,0.0949,8,Marsat;Kahrama IPP;Marsat TG,
332,56.8875,62.0375,0.3346,0.0720,3,,
333,-20.3125,-45.5875,0.2107,0.0765,2,,
334,-22.5125,-44.1125,0.3224,0.1111,4,,Volta Redonda;Barra Mansa
335,24.6875,73.0125,0.3296,0.0901,6,,
336,15.4625,45.3375,0.2882,0.0987,8,,
337,23.6375,86.6625,0.0964,0.0491,1,RAGHUNATHPUR TPP PH-I,
338,43.9875,115.9875,0.2863,0.1071,5,Inner Mongolia Xilin power station,
339,41.2875,119.3875,0.2030,0.0489,4,,Lingyuan
340,31.6625,6.0625,0.3817,0.0656,8,Hassi Messoud;Hassi Messoud Nord 2,
341,53.6125,-0.2125,0.2249,0.0600,3,South Humber Bank;Saltend;Killingholme,
342,23.7875,85.8875,0.2846,0.0911,5,TENUGHAT;BOKARO B,
343,30.3875,114.8875,0.2712,0.1133,3,,Huanggang;Ezhou
344,21.2125,73.5625,0.3748,0.1135,6,UKAI_Coal,
345,31.8875,47.1625,0.1621,0.0252,7,,Al ‘Amārah
346,43.1375,131.8875,0.2904,0.0540,4,Vladivostok CHPP;Vladivostok-2 power station,Vladivostok
347,18.8125,-99.1875,,,0,,Cuernavaca;Jiutepec
348,15.0375,78.0125,0.3075,0.0993,3,,Tādpatri
349,32.9125,117.4875,0.4139,0.1077,6,,Bengbu
350,12.0125,8.5375,0.2374,0.0836,6,,Kano
351,31.2625,74.1875,0.3420,0.0960,7,Southern Electric Power Company;Kohinoor Energy Limited;Japan Power Company Lahore,
352,43.3625,5.3875,0.2925,0.0758,6,PROVENCE 5,Marseille
353,44.7375,37.8125,0.3109,0.0522,5,,Novorossiysk
354,40.3375,109.9875,0.3340,0.1283,4,Dalate power station;Shenhua Yili power station,
355,-17.8375,31.0375,0.2219,0.0643,6,,Harare
356,53.7125,91.3375,0.2570,0.0461,4,,Abakan
357,52.0625,113.3375,0.2837,0.0625,3,Chita CHPP-1,Chita
358,20.9625,86.0375,0.3296,0.1021,5,,
359,30.4875,-91.1875,0.2482,0.0649,5,Louisiana 1;Louisiana 2;Formosa Plastics,Baton Rouge
360,33.1125,-109.3875,0.2869,0.0622,4,,
361,33.7375,59.1375,0.2096,0.0463,8,,
362,44.6875,89.0875,0.2877,0.0565,6,East Hope Metals Wucaiwan power station;Henglian Wucaiwan power station;Shenhua Zhundong Wucaiwan power station,
363,28.4875,76.3625,0.3791,0.0985,7,INDRA GANDHI STPP;MAHATMA GANDHI TPP,
364,0.1625,117.4875,0.2555,0.1417,1,,Bontang
365,48.4625,35.0625,0.2924,0.0420,6,Prydniprovska power station,Dnipro
366,9.5875,106.5125,0.3612,0.1107,3,Duyen Hai 1;Duyen Hai 3,
367,21.8875,-102.2875,0.2314,0.1019,5,,Aguascalientes
368,50.8375,6.3375,0.3982,0.0748,4,Weisweiler power station,
369,18.9375,105.3375,0.2915,0.0963,1,,
370,20.2625,86.6125,0.3014,0.0971,5,,
371,18.0875,-94.3625,0.2315,0.0956,5,Pemex-Petroquímica  Complejo Petroquímico Morelos;Pemex-Petroquímica  Complejo Petroquímico Cangrejera,Coatzacoalcos
372,24.6875,113.6625,0.2252,0.0677,3,Guangdong Shaoguan power station;Dabu Coal,Shaoguan
373,24.7625,54.6875,0.2390,0.0564,5,TAPCO;Taweelah A1;Taweelah A2,
374,53.4125,55.8875,0.2794,0.0590,3,Salavatskaya TPP,Salavat
375,24.2125,80.7875,0.2679,0.0950,6,,Sannai
376,35.4875,140.0125,0.2920,0.1077,1,Sodegaura;Anegasaki;Chiba;Goi;Chiba Kawatetsu,Ichihara
377,29.2375,117.1875,0.1829,0.0547,2,Jingdezhen power station,Jingdezhen
378,39.0125,125.7125,0.2451,0.0490,5,East Pyongyang power station;Pyongyang power station,Pyongyang
379,-38.1875,146.3375,0.2020,0.1010,1,Hazelwood;Yallourn;Jeeralang B;Jeeralang A;Energy Brix,
380,22.7625,114.6125,0.2233,0.0631,3,Huizhou LNG Gas;Guangdong Huizhou;Huizhou Cogen power station,
381,57.9125,60.0375,0.2632,0.0622,2,CHP Plant of OAO EVRAZ NTMK,Nizhniy Tagil
382,22.2125,84.8625,0.2663,0.0927,4,,Raurkela
383,26.7875,119.7375,0.1583,0.0774,2,Datang Ningde power station,
384,37.4625,116.2375,0.2874,0.0675,4,Huaneng Dezhou power station;Shandong Hualu Hengsheng power station,Dezhou
385,22.4625,88.1375,0.2852,0.0848,6,BUDGE BUDGE,Uluberiya
386,53.2375,50.2375,0.2504,0.0376,4,Samara TPP;Bezymyanskaya CHP,Samara
387,9.9875,76.3875,0.2735,0.1120,2,BSES Kerala CCGT,Kochi
388,49.0875,-103.0125,0.2530,0.0502,6,Boundary Dam;Shand,
389,-12.6625,-38.3125,0.3821,0.1008,6,Camaçari;Muricy (Antiga Camaçari Muricy I);Arembepe (Antiga Camaçari Pólo de Apoio I);Rômulo Almeida Unidade I (Antiga Usina de Cogeração Camaçari - FAFEN Energia);Camaçari;Bahia Pulp (Antiga Bacell),Camaçari
390,-20.5375,-43.7625,0.2555,0.1284,1,Açominas,Conselheiro Lafaiete
391,40.5375,17.1875,0.2182,0.0493,6,,Taranto
392,30.7125,33.8375,0.3083,0.0641,7,,
393,21.1375,-101.6875,0.3637,0.1572,2,,León de los Aldama
394,29.8125,115.5625,0.1947,0.0718,0,,Wuxue
395,28.9625,-13.5125,0.3247,0.0725,8,PUNTA GRANDE 19 DIESEL 11,
396,49.9875,82.6125,0.1807,0.0520,3,Ust-Kamenogorsk TETS power station,Öskemen
397,36.9375,54.8875,0.0580,0.0666,0,Aliabad Power Plant,
398,-34.8625,-56.2125,0.2611,0.0881,5,CTR,Montevideo
399,50.8375,4.3875,0.3282,0.0586,4,DROGENBOS TGV,Brussels;Anderlecht
400,17.3125,73.2125,0.3505,0.1073,5,JSW RATNAGIRI TPP,
401,38.3625,36.9875,0.1723,0.0609,5,Afşin Elbistan Termik Santrali,
402,47.1875,37.5625,0.2561,0.0447,6,,Mariupol
403,13.4375,101.0375,0.3769,0.1092,4,Bang Pakong;Amata B Grimm,
404,-25.2125,-49.3125,0.2442,0.0779,2,,Colombo;Almirante Tamandaré
405,-36.9875,-60.2625,0.2305,0.0434,4,,
406,51.8375,14.4625,0.4370,0.0862,5,Janschwalde power station,
407,-34.8875,-57.9625,0.2826,0.0591,4,CT ENSENADA DE BARRAGAN;LA PLATA COGENERACION,La Plata
408,33.2625,131.6375,0.2817,0.0725,2,Shin Oita;Oita Thermal Power Plant;Oita IPP power station,Ōita;Beppu
409,24.3875,102.4625,0.3583,0.1068,2,,Yuxi
410,32.3125,-64.7875,0.3152,0.0956,7,,
411,43.2375,-79.8375,0.2697,0.0554,3,,Hamilton;Burlington
412,25.1875,81.6625,0.2068,0.0622,5,PRYAGRAJ (BARA) TPP,
413,-1.4375,36.9625,0.1565,0.0954,1,,
414,22.9875,-82.7625,0.1244,0.0438,2,Máximo Gómez (Mariel),
415,42.7875,-82.4875,0.3162,0.0651,5,Belle River;St Clair;Greenfield Energy Centre;St. Clair;Dean,
416,49.9875,36.2875,0.2360,0.0457,4,Karkov CHP-5,Kharkiv
417,-22.0875,-70.1875,0.2405,0.1169,2,TERMOELECTRICA TOCOPILLA (U12);TERMOELECTRICA NORGENER (NTO2),
418,42.1375,25.9875,0.2531,0.0454,6,Maritsa Itzok-3 power station;AES Galabovo;Brikel power station,
419,39.7125,-79.9375,0.3119,0.0711,2,FirstEnergy Fort Martin Power Station;Longview Power Plant,
420,13.1375,-59.6875,0.3089,0.0901,4,,Bridgetown
421,18.3875,79.8375,0.3070,0.0975,5,KAKATIYA TPP,
422,25.0375,-77.3625,0.3211,0.0843,6,,Nassau
423,51.6625,21.4625,0.2966,0.0592,5,Kozienice;Kozienice;Kozienice II,
424,46.6125,131.0625,0.2827,0.0629,2,Datang Shuangyashan power station,Shuangyashan
425,44.8125,118.4375,0.2665,0.0990,4,,
426,35.5625,45.4125,0.2734,0.0816,6,,As Sulaymānīyah
427,31.0375,46.2125,0.2032,0.0304,7,,An Nāşirīyah
428,16.1125,32.6875,0.1990,0.0491,8,El Jaili,
429,13.4625,144.6875,0.2395,0.0757,3,Cabras 1;Piti 8 (MEC),Maina
430,36.9625,42.7875,0.2300,0.0791,5,Duhok,
431,36.7125,5.8875,0.2600,0.0907,5,Jijel,
432,38.4875,65.6375,0.2591,0.0505,8,Talimardjan,
433,23.8375,53.6375,0.2495,0.0507,8,,
434,43.5125,-5.7375,0.3452,0.1207,4,ABONO 2,Gijón
435,44.7875,20.4625,0.2163,0.0390,4,,Belgrade;Zemun
436,21.6875,110.9125,0.2691,0.0816,3,Maoming - Ruineng Coal,Maoming
437,20.3875,45.2125,0.2545,0.0478,8,,
438,54.1875,37.6375,0.2465,0.0435,5,,Tula
439,24.0625,32.9125,0.5445,0.1047,8,,Aswān
440,30.3125,112.3125,0.2400,0.0605,5,Guodian Changyuan Jingzhou power station,Longzhou
441,32.3125,70.7625,0.1419,0.0538,2,,
442,24.4875,54.3875,0.2654,0.0543,6,APC UAN,Abu Dhabi
443,13.4125,45.3125,0.2386,0.1132,5,,
444,50.3125,57.1625,0.1885,0.0297,5,,Aqtöbe
445,-27.7375,22.9875,0.2639,0.1121,8,,
446,41.8125,140.6375,0.2956,0.0643,2,,Hakodate
447,17.3125,77.4625,0.2071,0.0767,2,,
448,56.4875,84.9875,0.2118,0.0640,3,Tomsk GRES-2,Tomsk
449,48.4625,38.2125,0.3740,0.0548,6,Vuglegirska power station,
450,46.4375,-87.6625,0.2656,0.0734,3,F.D. Kuester Generating Station,
451,28.4875,-16.2375,0.2681,0.0805,6,,Santa Cruz;La Laguna
452,46.7875,130.3125,0.1886,0.0537,1,Jiamusi-2 power station;Jiamusi Zhongheng Cogen power station,Jiamusi
453,46.4875,134.2875,0.1967,0.0450,2,Primorskaya TPP,
454,21.7375,73.0125,0.2351,0.0724,6,PAGUTHAN;GANDHAR GT,Bharūch
455,-15.4125,28.2875,0.2081,0.0869,7,,Lusaka
456,51.4375,14.5625,0.3216,0.0703,5,Boxberg power station,
457,27.8125,79.9375,0.2353,0.0584,6,ROSA TPP PH - 1,Shāhjānpur
458,38.9375,-82.1125,0.2250,0.0579,3,Gavin Power  LLC;Kyger Creek,
459,26.5875,82.6125,0.1983,0.0559,5,TANDA,
460,4.9375,114.9125,0.2466,0.1442,0,Gadong 2 Power Plant Brunei Darussalam;Berakas CCGT Power Plant Brunei,
461,24.7125,84.0875,0.0955,0.0342,1,NABI NAGAR TPP,
462,40.1625,31.7375,0.4108,0.2057,4,Çayırhan power station,
463,56.8375,53.2125,0.2006,0.0374,4,Izhevsk HPP-1;Izhevsk CHP Plant-1,Izhevsk
464,33.4125,133.2875,0.2323,0.0903,3,,
465,-15.5875,-47.8625,0.1443,0.0604,1,,
466,32.1125,-81.1375,0.2150,0.0538,3,International Paper Savanna Mill,Savannah
467,48.7125,29.2125,0.3476,0.0734,6,Ladyzhyn power station,
468,50.6125,36.5875,0.2343,0.0461,5,,Belgorod
469,32.1375,36.1375,0.3251,0.0810,6,Samra CCGT Power Plant Jordan;Hussein Thermal Power Plant Jordan,Az Zarqā’
470,23.0625,81.7875,0.3402,0.1132,6,ANUPUR TPP;ANUPPUR,
471,40.4125,21.9375,0.5524,0.1492,4,Agios Dimitrios power station;Kardia power station,
472,33.8375,36.6625,0.2973,0.1055,5,Al Nasryeh (Nasserieh) OCGT Power Plant Syria,
473,-27.9625,151.2875,0.2333,0.0652,7,Millmerran,
474,54.5625,-1.2625,0.1793,0.0604,2,,Middlesbrough
475,35.1375,48.8375,0.2377,0.0448,6,,
476,30.9125,75.8625,0.2103,0.0540,5,,Ludhiāna
477,50.9125,-1.3875,0.3016,0.0491,5,Marchwood,Southampton
478,37.3625,97.3875,0.2333,0.0677,6,,
479,22.0625,88.1125,0.2075,0.0546,3,HALDIA;INDIA POWER TPP(HALDIA  HIRANMAYE ),Haldia
480,30.2125,47.8375,0.1729,0.0572,4,Shatt Al-Basra;Khor Al Zubayr,
481,51.8125,55.1125,0.2278,0.0375,5,Sakmarskaya TPP,Orenburg
482,14.1625,-16.0375,0.2506,0.0701,7,,Kaolack
483,-33.3375,116.2375,0.2686,0.0709,3,Muja D;Collie (Bluewaters);Muja C;Collie A,
484,35.2125,35.9375,0.2931,0.0728,6,Banias Thermal Power Plant Syria,
485,30.2125,115.1375,0.2991,0.0916,5,Huadian Xisaishan power station;Huangshi power station,Huangshi
486,27.5875,21.6125,0.2828,0.0609,8,,
487,56.0375,90.3375,0.2232,0.0406,2,NAZAROVO GRES,
488,53.7375,-1.0125,0.3330,0.0548,3,Drax;Eggborough,
489,53.6625,55.9625,0.2700,0.0580,2,Sterlitamakskaya TPP;Novo-Sterlitamak TPP,Sterlitamak
490,50.3375,19.3125,0.3276,0.0760,4,Łagisza;EC Nowa,Sosnowiec;Dąbrowa Górnicza
491,34.1625,131.2125,0.2308,0.0698,4,,
492,9.5125,-13.7125,0.2379,0.1072,2,,Conakry
493,30.1125,-90.9125,0.1797,0.0530,3,,
494,30.2875,31.7375,0.1436,0.0347,6,,
495,58.6125,31.2375,0.1809,0.0344,2,Novgorod CHPP,Velikiy Novgorod
496,23.0875,114.4625,0.2211,0.0590,4,Fengda Gas,Huizhou
497,-38.7625,-62.2875,0.2151,0.0367,5,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,Bahía Blanca
498,56.2375,54.5875,0.1958,0.0410,2,Karmanovskaya TPP,
499,-33.3625,-60.1625,0.2125,0.0421,4,SAN NICOLAS;TENARIS SIDERCA CETE II,San Nicolás de los Arroyos
500,32.8875,-79.9625,0.2075,0.0480,6,Williams;Hagood,Charleston;North Charleston
501,50.0125,20.9125,0.1902,0.0695,4,,Tarnów
502,23.0375,112.0125,0.1460,0.0690,1,Bohe Coal;Yunfu power station;Yuelian Coal,Yunfu
503,20.3625,-99.6875,0.2465,0.1325,4,,
504,47.9875,37.2125,0.2536,0.0422,5,Kurakhov power station,
505,49.0625,-105.4875,0.2626,0.0361,5,Poplar River,
506,53.4375,34.4125,0.1817,0.0372,2,,
507,4.4375,7.1375,0.2356,0.1569,1,,
508,28.4625,-13.8625,0.2542,0.0528,7,,
509,21.1875,79.3875,0.3284,0.1109,3,MOUDA STPS,
510,-32.9375,-60.6875,0.2044,0.0380,5,SORRENTO,Rosario
511,-29.5875,30.3625,0.2330,0.0725,4,,Pietermaritzburg
512,-13.0125,28.6875,0.2085,0.0953,3,,Ndola
513,38.0625,-85.9125,0.2182,0.0521,3,Mill Creek (KY);Cane Run,
514,41.1875,-95.8375,0.2286,0.0386,6,Walter Scott Jr Energy Center;Sarpy County;Jones Street,
515,45.8875,-106.6125,0.2636,0.0474,6,Colstrip,
516,29.0875,-110.9875,0.2081,0.0618,7,Fuerza y Energía de Hermosillo,Hermosillo
517,49.8125,18.2875,0.3265,0.0821,4,Trebovice power station,Ostrava
518,37.4375,46.0125,0.2548,0.0968,6,Sahand,
519,53.3875,-1.4125,0.1847,0.0430,1,,Sheffield;Rotherham
520,20.8375,70.7125,0.2904,0.0747,6,,
521,20.2625,78.9875,0.2428,0.0902,4,GMR WARORA TPP;WARDHA WARORA(Sai Wardha Power),
522,30.9375,41.0625,0.1926,0.0597,8,ARAR,
523,37.4625,113.6375,0.2914,0.1105,2,,
524,49.3875,32.0625,0.2348,0.0544,5,Cherkasy power station,Cherkasy
525,56.9375,24.1375,0.2173,0.0512,3,Riga Tec 2;RTEC1,Riga
526,43.3125,-3.0625,0.1867,0.0620,2,CT SANTURCE 2;SANTURCE  GRUPO 4,Bilbao;San Vicente de Baracaldo
527,29.2375,119.5875,0.2290,0.0798,2,Lanxi power station,Lanxi
528,-22.2125,148.1625,0.1770,0.0433,6,,
529,13.8875,121.7375,0.1692,0.0600,2,Pagbilao power station,Lucena
530,51.2875,106.4625,0.2724,0.0539,4,Gusinoozyorskaya,
531,53.6375,87.9125,0.1816,0.0509,2,,
532,50.6125,13.7875,0.2098,0.0636,2,Ledvice power station;Trmice,
533,49.5125,72.8125,0.2231,0.0455,6,,
534,27.6375,113.9125,0.1208,0.0539,1,Huaneng Anyuan power station,Pingxiang
535,32.7625,12.6625,0.2301,0.0501,8,Az Zawiyah;Double Corner Power Station 1,Az Zāwīyah
536,4.1875,73.5125,0.2055,0.0771,5,,Male
537,31.2375,37.4375,0.4793,0.1133,8,AL-QURAYYAT,
538,13.2875,37.3875,,,0,,
539,-1.0125,-80.6875,0.2347,0.1908,3,,Manta
540,36.2125,37.1375,0.1609,0.0391,5,,Aleppo
541,19.3125,-81.3625,0.2558,0.0582,6,,
542,43.4375,4.8875,0.1823,0.0554,5,MARTIGUES PONTEAU;COMBIGOLFE,
543,48.7375,44.5125,0.1859,0.0277,5,,Volgograd
544,52.4875,4.6125,0.2732,0.0638,5,Ijmond,Haarlem;Zaanstad
545,8.0625,79.7375,0.1650,0.0537,1,Lakvijaya,
546,51.0875,16.9875,0.2425,0.0466,6,EC Wrocław;EC Czechnica,Wrocław
547,37.1625,-88.7875,0.2231,0.0498,5,Shawnee;Joppa Steam;MEPI GT Facility,
548,-3.5625,-38.8875,0.2212,0.0489,5,Porto do Pecém II;Fortaleza;Termoceará,
549,-17.7625,-63.1375,0.2502,0.0800,4,Guaracachi CCGT Power Plant Bolivia,Santa Cruz
550,25.6875,49.5125,0.2021,0.0346,8,SHEDGUM;SHEDGUM CO-GENERATION GAS PLANT,
551,-8.0625,-34.9125,0.1944,0.0576,3,,Recife;Olinda;Paulista;Camarajibe;São Lourenço da Mata
552,35.0625,117.1375,0.2011,0.0622,3,Tengzhou Xinyuan power station,Chengtangcun
553,24.7625,76.7375,0.1796,0.0536,4,KAWAI TPP,
554,35.5375,116.7625,0.2317,0.0541,1,Taiyang Mill power station,
555,18.7625,82.9375,0.1483,0.0701,2,,
556,53.2125,45.0125,0.2120,0.0404,4,Penza TPP-1,Penza
557,6.2875,80.8625,0.1936,0.0782,0,,
558,32.2625,-94.5625,0.2395,0.0551,5,Martin Lake;Knox Lee,
559,-19.4875,-42.5375,0.2092,0.0849,3,,Ipatinga;Coronel Fabriciano
560,19.4125,-92.0375,0.2159,0.0492,8,,
561,37.2125,15.1125,0.1929,0.0457,4,PRIOLO C.LE;ISAB ENERGY;CTE NUCE NORD;AUGUSTA C.LE,
562,-26.6375,30.1125,0.2952,0.0895,3,Camden power station,
563,29.2875,120.1375,0.0602,0.0736,0,,Yiwu;Dongyang
564,35.7875,114.9875,0.2009,0.0618,2,Puyang Pangking power station,Puyang;Puyang Chengguanzhen
565,41.8125,123.9875,0.2107,0.1146,0,Liaoning-3 power station;Fushun CPI power station;Liaoning-2 power station;CNPC Fushun Petrochemical power station,Fushun
566,48.4875,44.6375,0.1765,0.0254,5,Volgogradskaya CHPP-2;Volgogradskaya CHPP-3,
567,54.6875,20.5875,0.1983,0.0377,5,Kaliningradskaya,Kaliningrad
568,19.2875,41.7375,0.1875,0.0637,5,,
569,47.5375,-92.6125,0.2249,0.0606,3,,
570,43.3375,125.9125,0.1255,0.0359,1,,
571,40.5125,141.4625,0.2628,0.0626,3,Hachinohe Taiheiyo,Hachinohe
572,46.4625,30.7125,0.1917,0.0356,5,,Odesa
573,-7.1875,-34.9625,0.2283,0.0621,4,Termonordeste,João Pessoa;Santa Rita
574,4.6375,114.4875,0.1531,0.1048,0,Lumut Cogen Power Station Brunei,
575,17.5625,75.9875,0.1940,0.0661,3,,Solāpur
576,-8.3625,-35.0375,0.1748,0.0541,2,Termopernambuco;Suape II,Santo Agostinho
577,32.2375,44.2625,0.3252,0.0961,6,,
578,2.2625,102.4125,0.0490,0.0366,0,,
579,54.2375,38.8875,0.1785,0.0373,3,,
580,30.3375,70.5125,0.2062,0.0794,5,,
581,22.4875,-100.3875,0.2248,0.0881,5,,
582,38.1125,13.2875,0.1677,0.0435,4,,Palermo
583,39.5375,-112.5875,0.1699,0.0346,6,Intermountain Power Project,
584,20.9375,71.4375,0.3211,0.1210,6,PIPAVAV CCCP,
585,47.0875,51.9125,0.1719,0.0207,6,Atyrau,Atyraū
586,-32.5875,-60.7875,0.1752,0.0339,4,CENTRAL TERMOELECTRICA TIMBUES;VUELTA DE OBLIGADO,
587,25.5875,-99.9375,0.1602,0.0594,5,,
588,54.0875,38.1875,0.1944,0.0375,3,Novomoskovsk SDPS,Novomoskovsk
589,27.1625,49.1625,0.1982,0.0318,7,Khursaniyah,
590,54.6875,25.2375,0.1843,0.0473,1,Vilnius TE-3 CHP Power Plant Lithuania,Vilnius
591,44.1125,42.0125,0.1659,0.0395,2,,Cherkessk
592,38.1375,-90.2625,0.2145,0.0494,7,Rush Island,
593,30.5125,31.1875,0.1535,0.0312,4,Banha,Banhā
594,24.0375,102.1625,0.1352,0.0580,0,,
595,39.1125,116.6875,0.3252,0.0614,5,,
596,42.2625,26.1375,0.2832,0.0481,6,Maritsa Itzok-2 power station;TOPLO RUSE,
597,26.1875,85.3125,0.1659,0.0498,3,MUZAFFARPUR,Muzaffarpur
598,37.9125,-87.3375,0.1819,0.0411,4,Warrick;F B Culley,
599,43.6125,51.2875,0.1844,0.0258,7,,Aqtaū;Mangghystaū
600,16.7375,43.0375,0.1914,0.0854,6,,
601,18.6875,73.0375,0.2017,0.0861,3,,
602,32.6125,110.7625,0.1866,0.0599,0,Dongfeng Captive power station,Shiyan
603,13.4125,80.1125,0.2480,0.0800,3,,
604,18.9125,76.5625,0.2315,0.0773,5,PARLI,
605,44.8125,126.4875,0.1790,0.0434,1,,Yushu
606,55.7125,52.4625,0.1842,0.0291,5,Naberezhnye Chelny Thermal Power Plant,Naberezhnyye Chelny
607,26.5625,12.6875,0.0019,0.0055,0,,
608,23.2375,72.6625,0.2602,0.0718,4,,Ghāndīnagar
609,29.3625,119.0375,0.1395,0.0452,1,,
610,30.4375,70.9875,0.2700,0.0758,7,,Kot Addu
611,40.4625,-107.5875,0.2397,0.1323,4,Craig (CO),
612,10.3125,123.9125,0.1851,0.0661,2,,Cebu City;Lapu-Lapu City;Mandaue City;Talisay;Poblacion;Minglanilla;Consolacion
